"","obs_id","julian","jul_id","year","ndvi","lat","lon"
"54",44,291,27,2007,0.293135315179825,25.42,-101
"55",604,292,28,2007,0.360809475183487,32.833,-97.4641
"56",31,292,28,2007,0.25153324007988,24.9697,-100.5608
"57",36,292,28,2007,0.361487925052643,25.3,-101
"58",106,292,28,2007,0.197580575942993,26.8,-101.5
"59",589,293,29,2007,0.3395916223526,32.7583,-97.3279
"60",202,293,29,2007,0.35479000210762,29.237,-98.7768
"61",542,293,29,2007,0.441227972507477,32.4809,-99.6825
"62",133,294,30,2007,0.352506697177887,27.9429,-97.2922
"63",378,295,31,2007,0.284370601177216,30.7497,-95.9201
"64",264,296,32,2007,0.526454031467438,29.7109,-94.5467
"65",212,296,32,2007,NA,29.3091,-94.7821
"66",245,296,32,2007,0.276328891515732,29.5817,-95.0382
"67",160,296,32,2007,0.335767656564713,28.59,-96.75
"68",177,296,32,2007,0.568443179130554,28.8989,-97.1939
"69",101,296,32,2007,0.161412090063095,26.133,-97.65
"70",102,296,32,2007,0.121759623289108,26.3482,-98.1465
"71",184,297,33,2007,0.418100416660309,28.9633,-95.5787
"72",122,297,33,2007,0.431682139635086,27.471,-97.7111
"73",171,298,34,2007,0.247004121541977,28.7071,-96.095
"74",151,298,34,2007,0.45886567234993,28.5289,-96.6789
"75",108,298,34,2007,0.351392686367035,26.925,-98.8836
"76",100,299,35,2007,NA,26.1033,-97.1644
"77",242,300,36,2007,0.246887058019638,29.5603,-95.2782
"78",180,300,36,2007,NA,28.9331,-95.3081
"79",179,300,36,2007,0.342599987983704,28.905,-95.345
"80",226,301,37,2007,NA,29.4364,-94.69
"81",2678,221,1,2008,0.457922011613846,45.6666,-86.9666
"82",2131,233,2,2008,0.658771455287933,43.3425,-93.9113
"83",2433,235,3,2008,0.712523758411407,44.4746,-92.8194
"84",2522,235,3,2008,0.672248005867004,44.8546,-93.775
"85",2325,236,4,2008,0.650311887264252,44.0575,-93.2073
"86",2690,236,4,2008,0.672554910182953,45.7014,-95.0229
"87",1409,240,5,2008,0.231554836034775,40.9123,-84.0814
"88",2045,240,5,2008,0.63238513469696,43.0841,-92.3582
"89",2004,240,5,2008,0.665998041629791,42.9954,-94.089
"90",2320,241,6,2008,0.665681004524231,44.0227,-92.8617
"91",2159,243,7,2008,0.669650197029114,43.4849,-83.3627
"92",2153,243,7,2008,0.594251990318298,43.4295,-95.1495
"93",2580,244,8,2008,0.669191718101501,45.025,-93.707
"94",2670,244,8,2008,0.65431159734726,45.5791,-94.3716
"95",2479,245,9,2008,0.644524693489075,44.627,-93.2396
"96",1846,245,9,2008,0.667887628078461,42.1659,-93.6345
"97",2085,246,10,2008,0.632455050945282,43.1765,-95.4934
"98",1734,247,11,2008,0.597702920436859,41.8201,-93.873
"99",1497,247,11,2008,0.669236660003662,41.2017,-95.0412
"100",1806,248,12,2008,0.74507337808609,42.0086,-92.0908
"101",1681,249,13,2008,0.747009456157684,41.6715,-91.2715
"102",1894,249,13,2008,0.669521331787109,42.4,-92.4
"103",1707,249,13,2008,0.697944760322571,41.72,-93.0342
"104",2461,249,13,2008,0.715609669685364,44.5436,-94.3735
"105",1636,250,14,2008,0.669702291488647,41.5779,-94.1852
"106",1438,250,14,2008,0.6354079246521,41.0301,-95.699
"107",1209,250,14,2008,0.58821713924408,39.8707,-96.2952
"108",1576,251,15,2008,0.587866723537445,41.4342,-96.0278
"109",1848,252,16,2008,0.738325655460358,42.167,-92.3576
"110",1632,252,16,2008,0.671438813209534,41.5397,-94.2988
"111",1446,252,16,2008,0.699168384075165,41.0799,-94.3904
"112",1634,252,16,2008,0.65494579076767,41.5558,-94.4197
"113",1771,253,17,2008,0.56381893157959,41.9333,-88.2965
"114",1817,253,17,2008,0.629807412624359,42.0602,-96.4698
"115",1708,254,18,2008,0.603247046470642,41.7234,-93.5422
"116",2150,254,18,2008,0.597397148609161,43.4214,-95.3281
"117",1582,256,19,2008,0.658764362335205,41.4609,-94.8133
"118",1193,257,20,2008,0.139436066150665,39.7294,-82.9322
"119",1574,257,20,2008,0.677718579769135,41.4204,-92.9241
"120",1853,257,20,2008,0.704527616500854,42.167,-95.3026
"121",2265,258,21,2008,0.234758257865906,43.8833,-78.9333
"122",1937,258,21,2008,0.49538317322731,42.6643,-81.1701
"123",1177,258,21,2008,0.216977745294571,39.6174,-85.4148
"124",1006,258,21,2008,0.674056231975555,38.4151,-95.2586
"125",1142,259,22,2008,0.706260621547699,39.302,-94.2233
"126",1012,259,22,2008,0.675333976745605,38.4779,-95.2824
"127",2581,260,23,2008,0.347339749336243,45.0333,-75.4
"128",1775,260,23,2008,0.38108292222023,41.9666,-82.5166
"129",1813,260,23,2008,0.364292353391647,42.05,-82.6
"130",1416,261,24,2008,0.731568455696106,40.9873,-91.8945
"131",823,261,24,2008,0.400509804487228,35.9139,-98.0227
"132",1938,263,25,2008,0.488974541425705,42.6667,-81.2167
"133",974,263,25,2008,0.614190638065338,38.144,-96.4979
"134",1033,265,26,2008,0.542935311794281,38.6042,-90.5526
"135",1194,266,27,2008,0.702484428882599,39.7413,-90.2138
"136",740,266,27,2008,0.413712829351425,34.4543,-98.9904
"137",1369,267,28,2008,0.541483163833618,40.8169,-96.7105
"138",713,273,29,2008,0.613425970077515,33.9596,-97.1088
"139",759,273,29,2008,0.596350967884064,35.2469,-97.4623
"140",586,273,29,2008,0.521221280097961,32.7538,-98.8714
"141",582,275,30,2008,0.401342779397964,32.714,-100.2264
"142",476,275,30,2008,0.502894699573517,31.8744,-100.344
"143",571,276,31,2008,0.430197268724442,32.6454,-97.1558
"144",632,276,31,2008,0.586175501346588,33.0655,-98.6339
"145",720,277,32,2008,0.373123317956924,34.117,-99.3409
"146",387,277,32,2008,0.293268740177155,30.8838,-99.5447
"147",664,278,33,2008,0.542328298091888,33.3553,-97.2006
"148",830,278,33,2008,0.412384927272797,35.94,-98
"149",661,278,33,2008,0.599719226360321,33.306,-98.1556
"150",590,279,34,2008,0.423916161060333,32.7583,-97.3279
"151",243,280,35,2008,0.443181365728378,29.5674,-99.5683
"152",339,280,35,2008,0.173918411135674,30.4082,-99.5791
"153",186,280,35,2008,0.123012609779835,28.9931,-99.9413
"154",305,281,36,2008,0.2195995002985,30.0339,-99.0916
"155",354,282,37,2008,0.206568658351898,30.5565,-98.2346
"156",271,282,37,2008,0.331733524799347,29.8206,-98.7514
"157",332,282,37,2008,0.257835954427719,30.3154,-98.9137
"158",196,282,37,2008,0.125605225563049,29.1736,-100.4104
"159",274,283,38,2008,0.412526816129684,29.8478,-98.1753
"160",352,283,38,2008,0.174374133348465,30.5428,-98.3552
"161",265,283,38,2008,0.302902162075043,29.7271,-99.0671
"162",344,283,38,2008,0.270586431026459,30.4667,-99.7667
"163",307,284,39,2008,0.312667161226273,30.0586,-98.1463
"164",369,284,39,2008,0.266808748245239,30.7033,-99.243
"165",270,284,39,2008,0.342036366462708,29.8167,-99.8333
"166",251,284,39,2008,0.116812005639076,29.6831,-101.3181
"167",323,285,40,2008,0.193654030561447,30.2304,-97.7144
"168",311,285,40,2008,0.222031652927399,30.1312,-97.8948
"169",335,285,40,2008,0.306395828723907,30.3227,-98.3154
"170",363,285,40,2008,0.254151999950409,30.6581,-98.4403
"171",422,285,40,2008,0.411459654569626,31.2908,-99.0181
"172",279,285,40,2008,0.186034947633743,29.8842,-100.9931
"173",293,286,41,2008,0.289824485778809,29.9397,-98.5076
"174",326,288,42,2008,0.264501184225082,30.25,-98.58
"175",98,291,43,2008,0.263052612543106,26.05,-100.58
"176",45,291,43,2008,NA,25.42,-101
"177",158,293,44,2008,0.203922912478447,28.583,-100.2559
"178",2720,228,1,2009,0.602143228054047,46.121,-96.4408
"179",2677,231,2,2009,0.393750250339508,45.6199,-94.2091
"180",2679,232,3,2009,0.373816847801208,45.6666,-86.9666
"181",2434,232,3,2009,0.318636476993561,44.4746,-92.8194
"182",2493,232,3,2009,0.226942494511604,44.7212,-94.8225
"183",2005,233,4,2009,NA,42.9954,-94.089
"184",2691,233,4,2009,0.552674829959869,45.7014,-95.0229
"185",2292,235,5,2009,0.253520131111145,43.935,-93.9481
"186",1682,236,6,2009,NA,41.6716,-87.5025
"187",2639,236,6,2009,0.305859327316284,45.253,-92.6974
"188",2321,236,6,2009,0.145889595150948,44.0227,-92.8617
"189",2229,237,7,2009,0.686762750148773,43.75,-81.7167
"190",2129,237,7,2009,0.6623095870018,43.3025,-81.7564
"191",2409,238,8,2009,0.738543391227722,44.35,-78.7333
"192",2154,238,8,2009,0.374221384525299,43.4333,-81.6167
"193",1943,238,8,2009,NA,42.6785,-82.9051
"194",1736,238,8,2009,NA,41.8864,-87.6232
"195",2086,238,8,2009,0.108900003135204,43.1765,-95.4934
"196",1854,238,8,2009,0.293139785528183,42.1776,-97.3095
"197",1676,239,9,2009,0.177248179912567,41.6525,-83.4486
"198",2176,239,9,2009,0.112561650574207,43.5464,-96.7267
"199",1807,239,9,2009,0.191480904817581,42.023,-97.4629
"200",2149,240,10,2009,0.282760322093964,43.4109,-97.3059
"201",1733,241,11,2009,NA,41.8173,-83.89
"202",1766,241,11,2009,NA,41.9078,-95.2665
"203",1673,243,12,2009,NA,41.6336,-93.4684
"204",1671,243,12,2009,NA,41.6044,-93.631
"205",1234,244,13,2009,0.693581759929657,39.9846,-84.5332
"206",1411,245,14,2009,0.271813213825226,40.9386,-83.8223
"207",1638,245,14,2009,NA,41.5862,-93.023
"208",1143,246,15,2009,0.520151317119598,39.3206,-85.4772
"209",1918,246,15,2009,NA,42.5153,-94.2069
"210",2328,246,15,2009,0.13876685500145,44.0658,-96.9487
"211",2151,248,16,2009,0.132683724164963,43.4214,-95.3281
"212",1319,248,16,2009,NA,40.5551,-98.3687
"213",1372,249,17,2009,NA,40.8244,-93.5221
"214",1985,249,17,2009,NA,42.8425,-94.7377
"215",2132,250,18,2009,NA,43.3425,-93.9113
"216",1498,252,19,2009,NA,41.2429,-97.5734
"217",1383,254,20,2009,NA,40.8871,-97.1201
"218",1436,254,20,2009,NA,41.0033,-98.836
"219",1373,255,21,2009,0.153001889586449,40.8393,-98.9767
"220",1317,255,21,2009,0.105099998414516,40.5437,-100.1035
"221",2640,256,22,2009,0.514824867248535,45.2655,-97.7487
"222",1133,256,22,2009,0.352798044681549,39.2365,-99.2779
"223",1016,256,22,2009,0.241537138819695,38.4822,-100.8108
"224",1208,258,23,2009,0.102969065308571,39.837,-100.5264
"225",1147,259,24,2009,0.12305374443531,39.35,-100.44
"226",1148,259,24,2009,0.313672780990601,39.3741,-101.3344
"227",855,259,24,2009,0.264609187841415,36.26,-102.5331
"228",921,260,25,2009,0.389431476593018,37.3378,-95.9368
"229",1138,260,25,2009,0.153634428977966,39.2634,-100.4418
"230",883,260,25,2009,0.301553815603256,36.831,-101.1555
"231",1146,261,26,2009,0.307518005371094,39.342,-101.0635
"232",1007,262,27,2009,0.19686920940876,38.4151,-95.2586
"233",634,262,27,2009,0.194618359208107,33.077,-99.9557
"234",1114,262,27,2009,0.278916537761688,39.068,-100.4806
"235",906,262,27,2009,0.354941338300705,37.1249,-100.9627
"236",1017,262,27,2009,0.271240383386612,38.4855,-101.3648
"237",1015,262,27,2009,0.244143709540367,38.4805,-101.8057
"238",834,263,28,2009,0.499810069799423,35.9804,-97.9144
"239",824,264,29,2009,0.428113698959351,35.9139,-98.0227
"240",477,264,29,2009,0.267942726612091,31.8744,-100.344
"241",448,264,29,2009,0.262820780277252,31.5704,-100.5212
"242",730,264,29,2009,0.354588747024536,34.3914,-101.7122
"243",760,265,30,2009,0.50477534532547,35.2469,-97.4623
"244",741,266,31,2009,0.320526391267776,34.4543,-98.9904
"245",494,266,31,2009,0.267100661993027,31.9916,-102.0808
"246",469,266,31,2009,0.25478121638298,31.8499,-102.3451
"247",404,266,31,2009,0.210616484284401,30.961,-103.7114
"248",460,267,32,2009,0.241026178002357,31.632,-101.84
"249",365,267,32,2009,0.205889523029327,30.6835,-102.8025
"250",955,268,33,2009,0.289963632822037,37.8126,-95.1573
"251",583,268,33,2009,0.253855139017105,32.714,-100.2264
"252",409,268,33,2009,0.180143520236015,31.03,-103.6445
"253",1814,269,34,2009,NA,42.05,-82.6
"254",416,269,34,2009,0.131285429000854,31.1915,-101.4604
"255",429,269,34,2009,0.128822579979897,31.366,-101.5224
"256",2112,270,35,2009,0.117958001792431,43.2476,-88.0008
"257",662,270,35,2009,0.177636653184891,33.306,-98.1556
"258",543,270,35,2009,0.141560971736908,32.4809,-99.6825
"259",711,271,36,2009,0.164864733815193,33.9512,-98.4599
"260",625,271,36,2009,0.195379331707954,33.0128,-100.8331
"261",524,271,36,2009,0.194465011358261,32.2846,-101.4469
"262",585,271,36,2009,0.338435024023056,32.7457,-101.9391
"263",426,271,36,2009,0.180205002427101,31.3355,-101.9586
"264",749,272,37,2009,0.491816699504852,34.7565,-97.1867
"265",504,272,37,2009,0.248283743858337,32.037,-102.3878
"266",436,272,37,2009,0.22577291727066,31.4284,-102.5151
"267",990,273,38,2009,0.327508211135864,38.2944,-85.8463
"268",328,273,38,2009,0.230916395783424,30.2971,-102.1002
"269",663,274,39,2009,0.19642698764801,33.327,-98.6642
"270",347,275,40,2009,0.189868405461311,30.4983,-100.5378
"271",522,276,41,2009,0.167542442679405,32.2354,-99.8801
"272",214,283,42,2009,0.245938360691071,29.32,-100.42
"273",748,286,43,2009,0.39227557182312,34.7475,-92.2791
"274",46,288,44,2009,0.250946432352066,25.42,-101
"275",109,290,45,2009,0.183282852172852,26.95,-102.08
"276",57,291,46,2009,0.266144424676895,25.4667,-100.85
"277",383,293,47,2009,0.577949583530426,30.8334,-95.1226
"278",28,297,48,2009,0.178411617875099,24.8333,-100.0667
"279",175,302,49,2009,0.347144186496735,28.8024,-95.8961
"280",313,302,49,2009,0.330628216266632,30.1626,-97.2716
"281",152,305,50,2009,0.191592246294022,28.5289,-96.6789
"282",2758,222,1,2010,0.463075816631317,47.1943,-95.8729
"283",2432,226,2,2010,NA,44.4333,-81.4
"284",2371,226,2,2010,0.295548111200333,44.2619,-88.4154
"285",2641,227,3,2010,0.122979179024696,45.3,-76.7167
"286",1776,227,3,2010,0.147427812218666,41.9666,-82.5166
"287",2582,228,4,2010,0.537993133068085,45.0333,-75.4
"288",2297,230,5,2010,0.111299715936184,43.9958,-77.7166
"289",2263,232,6,2010,0.228039428591728,43.85,-79.0333
"290",2638,232,6,2010,NA,45.25,-81.6667
"291",2714,232,6,2010,0.118184521794319,45.9763,-86.7728
"292",2410,233,7,2010,NA,44.35,-78.7333
"293",2326,233,7,2010,0.202300176024437,44.0614,-82.95
"294",2751,233,7,2010,0.389311760663986,46.9256,-96.8497
"295",2745,233,7,2010,0.348219335079193,46.8674,-96.9285
"296",2230,234,8,2010,0.362165808677673,43.75,-81.7167
"297",2262,234,8,2010,0.310312122106552,43.8408,-83.3318
"298",1412,235,9,2010,0.386370658874512,40.9386,-83.8223
"299",2039,235,9,2010,0.268023699522018,43.0495,-88.0076
"300",2649,235,9,2010,0.342530101537704,45.3197,-92.6963
"301",2462,235,9,2010,0.450477480888367,44.5436,-94.3735
"302",2494,235,9,2010,0.344863265752792,44.7212,-94.8225
"303",2676,235,9,2010,0.283515900373459,45.6141,-95.057
"304",2757,235,9,2010,0.430763214826584,47.1077,-95.9999
"305",2498,236,10,2010,NA,44.7333,-80.9333
"306",1942,236,10,2010,0.134300038218498,42.6779,-82.7781
"307",2547,236,10,2010,0.234304800629616,44.9073,-94.4288
"308",2692,236,10,2010,0.287108659744263,45.7014,-95.0229
"309",2759,236,10,2010,0.439242273569107,48.2387,-96.4958
"310",2550,236,10,2010,0.610545814037323,44.9155,-97.1701
"311",1899,237,11,2010,0.119471907615662,42.4579,-81.6964
"312",1845,237,11,2010,0.229889512062073,42.134,-83.2212
"313",2087,237,11,2010,0.706864476203918,43.1765,-95.4934
"314",1626,238,12,2010,0.345805644989014,41.5134,-83.5797
"315",2174,238,12,2010,0.346823006868362,43.533,-92.525
"316",2157,238,12,2010,0.377649962902069,43.4559,-93.2697
"317",2519,238,12,2010,0.386530011892319,44.8049,-95.0577
"318",2044,239,13,2010,0.11414011567831,43.077,-85.5692
"319",2469,239,13,2010,0.380439102649689,44.5866,-94.5615
"320",2660,239,13,2010,0.539061307907104,45.45,-98.73
"321",2373,240,14,2010,NA,44.2667,-79.4333
"322",2231,240,14,2010,NA,43.7667,-80.75
"323",2374,240,14,2010,0.243003398180008,44.2667,-81.5383
"324",1713,240,14,2010,0.342008173465729,41.7887,-83.7965
"325",2729,240,14,2010,0.53522378206253,46.5435,-99.3251
"326",2155,241,15,2010,0.323390066623688,43.4397,-79.673
"327",2459,241,15,2010,0.56013685464859,44.5394,-95.1169
"328",2723,241,15,2010,0.548070847988129,46.2592,-98.7403
"329",2669,243,16,2010,0.258215397596359,45.5608,-94.1625
"330",2731,243,16,2010,0.331089973449707,46.6537,-94.5385
"331",2327,244,17,2010,0.324434816837311,44.0656,-92.5101
"332",1945,244,17,2010,0.416408270597458,42.6865,-92.6136
"333",2322,244,17,2010,0.28838461637497,44.0227,-92.8617
"334",2133,245,18,2010,0.15334777534008,43.3432,-83.027
"335",2609,245,18,2010,0.348188936710358,45.1944,-93.8281
"336",1901,245,18,2010,0.651183307170868,42.4588,-94.973
"337",1573,246,19,2010,0.254079192876816,41.4041,-82.72
"338",1781,246,19,2010,0.353383421897888,41.9833,-82.9333
"339",2367,246,19,2010,0.182267487049103,44.2498,-84.9731
"340",2706,246,19,2010,0.296489208936691,45.8087,-87.1609
"341",2291,246,19,2010,0.177939519286156,43.9293,-87.7839
"342",1933,246,19,2010,0.406557321548462,42.6258,-87.83
"343",2173,246,19,2010,0.291060000658035,43.5003,-87.8599
"344",2347,246,19,2010,0.239834263920784,44.1906,-88.5238
"345",2521,246,19,2010,0.376152485609055,44.8192,-89.161
"346",1871,246,19,2010,0.333824127912521,42.2629,-91.0087
"347",1849,246,19,2010,0.546556532382965,42.167,-92.3576
"348",1967,246,19,2010,0.370159804821014,42.7866,-92.427
"349",1986,246,19,2010,0.383470505475998,42.8629,-92.4952
"350",1809,246,19,2010,0.595955729484558,42.0298,-93.984
"351",2666,247,20,2010,0.175061762332916,45.5167,-74.65
"352",2380,247,20,2010,0.191868752241135,44.3,-76.4667
"353",2346,247,20,2010,0.332863479852676,44.132,-76.7277
"354",2431,247,20,2010,0.481299161911011,44.4333,-76.8
"355",2274,247,20,2010,0.271011084318161,43.9,-79.1333
"356",2227,247,20,2010,0.247452586889267,43.7068,-87.7405
"357",1501,247,20,2010,0.592932403087616,41.2825,-91.2028
"358",1764,247,20,2010,0.614920318126678,41.906,-92.0824
"359",2713,247,20,2010,0.348387062549591,45.9476,-94.6255
"360",2134,248,21,2010,0.178462386131287,43.3766,-83.5893
"361",2364,248,21,2010,0.350393027067184,44.2059,-88.3184
"362",1898,248,21,2010,0.340086698532104,42.4229,-92.3453
"363",1872,248,21,2010,0.611583590507507,42.2961,-93.2891
"364",1674,248,21,2010,0.613109529018402,41.6336,-93.4684
"365",1585,248,21,2010,0.659664869308472,41.47,-96.2037
"366",2342,249,22,2010,0.145453095436096,44.1138,-87.735
"367",1904,249,22,2010,0.49260476231575,42.4829,-93.2801
"368",2203,249,22,2010,0.354869425296783,43.6923,-93.3785
"369",2454,250,23,2010,0.125544920563698,44.505,-77.4717
"370",2372,250,23,2010,NA,44.2667,-79.0667
"371",2178,250,23,2010,0.28218999505043,43.5519,-79.5844
"372",2200,250,23,2010,NA,43.6167,-80.1333
"373",2323,250,23,2010,0.18710207939148,44.0239,-83.7279
"374",2046,250,23,2010,0.223679065704346,43.0842,-87.8833
"375",1334,250,23,2010,0.56229305267334,40.6211,-88.8065
"376",1637,250,23,2010,0.631877183914185,41.5861,-88.8776
"377",1919,250,23,2010,0.578622460365295,42.5153,-94.2069
"378",2300,251,24,2010,0.118908867239952,44,-78.0167
"379",1935,251,24,2010,0.108926273882389,42.65,-80.8167
"380",2042,251,24,2010,0.130594491958618,43.053,-83.3343
"381",1381,251,24,2010,0.58129894733429,40.8748,-85.1449
"382",1920,251,24,2010,0.402926653623581,42.5421,-92.4709
"383",1575,251,24,2010,0.631629288196564,41.4204,-92.9241
"384",2083,251,24,2010,0.395905047655106,43.1761,-93.3668
"385",1765,251,24,2010,0.578904092311859,41.9078,-93.6059
"386",1870,251,24,2010,0.62524002790451,42.2528,-94.5711
"387",1984,251,24,2010,0.664545059204102,42.8215,-94.8552
"388",2130,251,24,2010,0.67186427116394,43.3406,-94.9736
"389",2324,252,25,2010,NA,44.05,-80.75
"390",1897,252,25,2010,0.156708583235741,42.4058,-82.305
"391",1934,252,25,2010,0.152692273259163,42.6323,-83.9216
"392",2038,252,25,2010,0.227914869785309,43.0376,-87.9162
"393",1408,252,25,2010,0.58134388923645,40.9033,-90.4428
"394",1679,252,25,2010,0.467550277709961,41.6534,-90.551
"395",1812,252,25,2010,0.461802005767822,42.0342,-91.5977
"396",1579,252,25,2010,0.619239211082458,41.4406,-93.4801
"397",2206,254,26,2010,0.186308428645134,43.7,-79.4167
"398",1966,254,26,2010,0.17358210682869,42.7833,-81.2
"399",1675,254,26,2010,0.159800007939339,41.6519,-81.4587
"400",1125,254,26,2010,0.574436008930206,39.1039,-94.6006
"401",1989,255,27,2010,0.134399995207787,42.9,-79.2333
"402",1921,255,27,2010,0.165199682116508,42.5833,-82.1833
"403",1410,255,27,2010,0.651096284389496,40.9145,-91.3909
"404",1499,255,27,2010,0.62617963552475,41.2633,-95.933
"405",1307,256,28,2010,0.557969391345978,40.4297,-88.982
"406",2272,257,29,2010,0.151431649923325,43.9,-78.85
"407",1965,257,29,2010,0.12250417470932,42.7833,-80.2
"408",1089,258,30,2010,0.568505644798279,38.982,-94.671
"409",1021,259,31,2010,0.680501639842987,38.5653,-86.6111
"410",1370,259,31,2010,0.607446789741516,40.8169,-96.7105
"411",1448,259,31,2010,0.660423934459686,41.0898,-96.9658
"412",1069,260,32,2010,0.573805451393127,38.8823,-94.818
"413",1126,260,32,2010,0.659172654151917,39.1308,-94.9806
"414",1132,260,32,2010,0.57547265291214,39.2288,-96.5912
"415",1113,260,32,2010,0.54159015417099,39.0376,-97.1699
"416",1087,260,32,2010,0.5298712849617,38.9146,-97.3716
"417",1038,260,32,2010,0.510743081569672,38.6966,-97.4272
"418",1034,260,32,2010,0.515040516853333,38.6181,-97.5566
"419",991,260,32,2010,0.486229449510574,38.3708,-97.6642
"420",1053,261,33,2010,0.615665197372437,38.7931,-94.913
"421",1156,261,33,2010,0.701249659061432,39.4692,-94.9272
"422",988,261,33,2010,0.484733521938324,38.217,-97.8119
"423",1049,262,34,2010,0.705536186695099,38.7233,-88.8239
"424",1179,262,34,2010,0.584936857223511,39.6918,-89.083
"425",1231,262,34,2010,0.634527504444122,39.9094,-90.0572
"426",1137,262,34,2010,0.69654393196106,39.2601,-94.4169
"427",1149,263,35,2010,0.734874129295349,39.3791,-93.4768
"428",1384,263,35,2010,0.639191329479218,40.8871,-97.1201
"429",1164,264,36,2010,0.720669090747833,39.5339,-94.2821
"430",1207,264,36,2010,0.381958961486816,39.8183,-100.5282
"431",1178,265,37,2010,0.736691355705261,39.645,-91.7069
"432",1155,265,37,2010,0.421150326728821,39.4451,-99.3641
"433",1633,266,38,2010,0.647188305854797,41.5549,-93.2533
"434",1046,266,38,2010,0.678156971931458,38.7114,-94.41
"435",947,266,38,2010,0.470043927431107,37.7758,-97.9502
"436",1198,267,39,2010,0.751451671123505,39.7738,-93.5153
"437",940,267,39,2010,0.447744697332382,37.6665,-98.7102
"438",1009,268,40,2010,0.706729412078857,38.4295,-91.0504
"439",939,268,40,2010,0.649134278297424,37.6457,-95.452
"440",825,268,40,2010,0.410525441169739,35.9139,-98.0227
"441",1013,269,41,2010,0.661035478115082,38.4779,-95.2824
"442",835,269,41,2010,0.596678614616394,35.9976,-96.1259
"443",802,269,41,2010,0.389795213937759,35.6409,-99.6893
"444",817,270,42,2010,0.756537318229675,35.8253,-94.1007
"445",682,270,42,2010,0.394546180963516,33.638,-101.1623
"446",647,271,43,2010,0.334678381681442,33.19,-99.2764
"447",473,271,43,2010,0.392260491847992,31.8703,-100.6371
"448",428,272,44,2010,0.368545293807983,31.348,-100.426
"449",340,273,45,2010,0.444788247346878,30.4082,-99.5791
"450",577,273,45,2010,0.391193568706512,32.694,-99.668
"451",544,273,45,2010,0.378729701042175,32.4809,-99.6825
"452",449,273,45,2010,0.390114486217499,31.5704,-100.5212
