"","lat","lon","date","tempmin","tempmax","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","windgust","windspeed","winddir","pressure","cloudcover","moonphase","source"
"2546",41.1434,-78.7314,"2010-09-16",49,63.9,56.7,63.9,46.2,56.3,51.6,83.5,0.337,26.4,15.8,159.3,1013.1,61.1,0.28,"obs"
"2547",41.1434,-78.7314,"2010-09-15",47.8,69.9,57.7,69.9,46.5,57.6,42.8,61,0,19.5,11.2,304.2,1020.5,18.6,0.25,"obs"
"2548",41.1434,-78.7314,"2010-09-14",49,71.3,59.7,71.3,49,59.7,45.8,62.7,0,24.3,17.6,292.5,1016.1,27.4,0.21,"obs"
"2549",44.35,-78.7333,"2009-08-27",43.2,67.9,56.1,67.9,43.2,56.1,45.4,70.7,0,19.7,4.6,32.5,1021.8,2.5,0.25,"obs"
"2550",44.35,-78.7333,"2009-08-26",52.1,73,67.3,73,52.1,67.3,56.4,70.4,0.078,21.1,8.7,298.2,1016,46.3,0.2,"obs"
"2551",44.35,-78.7333,"2009-08-25",51.2,74.5,64.8,74.5,51.2,64.8,58.1,80.4,0,NA,13,215.5,1018.9,11.7,0.17,"obs"
"2552",44.35,-78.7333,"2009-08-24",57.2,73.3,65.8,73.3,57.2,65.8,58,77.7,0.019,NA,7.7,297.6,1019.4,66.3,0.14,"obs"
"2553",44.35,-78.7333,"2009-08-23",60.8,72.4,66.5,72.4,60.8,66.5,61.4,84.2,0.172,21.9,6.4,335.7,1014.1,76.7,0.11,"obs"
"2554",44.35,-78.7333,"2009-08-22",60.4,76.9,67.6,76.9,60.4,67.6,62.2,84.1,0.012,28.3,7.1,275.5,1010.7,35.8,0.07,"obs"
"2555",44.35,-78.7333,"2009-08-21",66.4,76.9,72,76.9,66.4,72,65.6,81.1,0.764,31,13.7,199.9,1007.8,33.8,0.04,"obs"
"2556",44.35,-78.7333,"2010-08-22",63.6,71.2,67,71.2,63.6,67,64.1,91,0.583,23,6.2,50.1,1013,94,0.43,"obs"
"2557",44.35,-78.7333,"2010-08-21",58.4,70.9,65,70.9,58.4,65,59.3,82.2,0.007,18.3,8.5,96,1013.5,28.5,0.4,"obs"
"2558",44.35,-78.7333,"2010-08-20",49.2,71.4,61.7,71.4,48.7,61.7,50.7,70.1,0.028,49.4,7.6,100.4,1016.9,8.3,0.36,"obs"
"2559",44.35,-78.7333,"2010-08-19",52.8,77,64.6,77,52.8,64.6,58.2,81.3,0.157,24.2,9.3,271,1012.3,31.8,0.33,"obs"
"2560",44.35,-78.7333,"2010-08-18",56.2,74.3,64.1,74.3,56.2,64.1,53.1,70.4,0,24.8,7.1,234.8,1017.5,14.4,0.29,"obs"
"2561",44.35,-78.7333,"2010-08-17",52.1,74,64.5,74,52.1,64.5,53.8,70.8,0.001,28.9,14.9,265.7,1014.7,18.2,0.26,"obs"
"2562",44.35,-78.7333,"2010-08-16",59.8,76.6,70.3,76.6,59.8,70.3,60.8,74.3,0.153,31.1,14.5,255.5,1010.3,34.5,0.25,"obs"
"2563",43.9,-78.8,"2018-09-05",65.8,87.6,77.6,95.4,65.8,80.7,70.1,79.4,0,19.5,16.4,204.8,1019.4,2.2,0.86,"obs"
"2564",43.9,-78.8,"2018-09-04",63,80.9,72.8,83.6,63,73.1,66.4,81.8,0,NA,6.7,138.5,1024.4,17.2,0.82,"obs"
"2565",43.9,-78.8,"2018-09-03",70.2,85.8,77.2,93.1,70.2,79.3,70.8,81.9,0.042,23,16.1,238.9,1021.1,26.8,0.79,"obs"
"2566",43.9,-78.8,"2018-09-02",70.2,79.8,75.7,79.8,70.2,75.7,71.5,87.2,0,NA,13.5,202.5,1018.8,52.7,0.75,"obs"
"2567",43.9,-78.8,"2018-09-01",59.3,80.6,70.3,83.8,59.3,70.6,66.6,88.9,0,NA,8.6,150.5,1020.6,40.2,0.72,"obs"
"2568",43.9,-78.8,"2018-08-31",54.2,73.4,64.9,73.4,54.2,64.9,56.7,75.7,0,NA,10.8,79.3,1023.1,23.4,0.68,"obs"
"2569",43.9,-78.8,"2018-08-30",57.6,68.2,63.5,68.2,57.6,63.5,57.4,81.1,0,NA,9.2,2,1021.1,60.6,0.65,"obs"
"2570",43.2,-78.8,"2019-09-05",53.5,70,62.1,70,53.5,62.1,52.5,71.9,0,17.2,7.5,9.5,1019.7,31.9,0.25,"obs"
"2571",43.2,-78.8,"2019-09-04",60.3,75.4,68.6,75.4,60.3,68.6,58.5,70.5,0.143,30.1,20.2,267.1,1012.2,80.3,0.18,"obs"
"2572",43.2,-78.8,"2019-09-03",57.5,76.9,68.4,76.9,57.5,68.4,60.3,76.7,0,23,17,184.7,1014.8,24.8,0.14,"obs"
"2573",43.2,-78.8,"2019-09-02",63.6,72.4,67.5,72.4,63.6,67.5,61.7,82.7,0.613,18.3,11,266.4,1016.1,71.1,0.11,"obs"
"2574",43.2,-78.8,"2019-09-01",56.9,71.2,63.5,71.2,56.9,63.5,55.6,76.2,0.63,NA,10.1,110.1,1022.7,64.6,0.08,"obs"
"2575",43.2,-78.8,"2019-08-31",54,70.4,62.6,70.4,54,62.6,49.4,63.7,0,20.8,8.8,3.7,1025.2,24.8,0.04,"obs"
"2576",43.2,-78.8,"2019-08-30",60.7,76,70.1,76,60.7,70.1,55,59.5,0,32.9,19.2,273.8,1014.7,40,0,"obs"
"2577",43.9,-78.85,"2010-09-15",39.6,59.2,47.1,59.2,36.5,45.4,40.4,78.4,0,26.4,11.4,278,1020.4,69.1,0.25,"obs"
"2578",43.9,-78.85,"2010-09-14",41.4,65.2,47.3,65.2,34,43.6,40.9,79.5,0.031,25.3,15,285.1,1014.8,38.8,0.21,"obs"
"2579",43.9,-78.85,"2010-09-13",45.1,71.6,51.6,71.6,38.3,49,46.7,84.2,0.018,NA,17.1,287.3,1012.2,54.1,0.17,"obs"
"2580",43.9,-78.85,"2010-09-12",52,66.3,60.2,66.3,52,60.2,56.6,88.5,0.079,20.8,10.3,229.3,1012.8,79.5,0.14,"obs"
"2581",43.9,-78.85,"2010-09-11",48.3,66.3,58.7,66.3,46.4,58.6,49.7,73.9,0,20.8,12.8,80.8,1016.2,15.3,0.11,"obs"
"2582",43.9,-78.85,"2010-09-10",31,68,51.1,68,31,50.8,43.9,79.2,0,27.7,13.6,55.5,1016.4,63.1,0.07,"obs"
"2583",43.9,-78.85,"2010-09-09",36.3,60.9,50.7,60.9,33.7,49.5,44.3,79.8,0,34.5,13.9,323.2,1012.3,88.3,0.04,"obs"
"2584",43.9,-78.85,"2012-08-30",50.1,80.6,66.3,81.1,50.1,66.3,56,71.9,0,28.9,17.2,216.3,1016.4,0,0.47,"obs"
"2585",43.9,-78.85,"2012-08-29",48.3,73.4,61.4,73.4,45.2,61.3,48.5,66,0,NA,12.7,313,1017.9,0,0.43,"obs"
"2586",43.9,-78.85,"2012-08-28",57.3,75.5,67.6,75.5,57.3,67.6,58.4,75.1,0.023,31.1,21.9,322.8,1014.5,10.7,0.4,"obs"
"2587",43.9,-78.85,"2012-08-27",64.4,73.4,71.1,73.4,64.4,71.1,68.1,90.4,0.283,NA,10.2,196.9,1015.2,70.2,0.36,"obs"
"2588",43.9,-78.85,"2012-08-26",62.7,80.6,72.9,81.8,62.7,73,62.7,72,0,NA,11.4,123.7,1021.9,4.9,0.32,"obs"
"2589",43.9,-78.85,"2012-08-25",60.9,84.2,72.8,84.2,60.9,73.1,61.5,70.4,0,NA,8.1,116.3,1021.6,0,0.29,"obs"
"2590",43.9,-78.85,"2012-08-24",57.3,84.2,70.6,83.1,57.3,70.5,58.8,70.2,0,NA,8,142.1,1020.6,0.1,0.25,"obs"
"2591",44,-78.9,"2018-09-03",70.2,85.9,77.2,93.1,70.2,79.3,70.8,81.8,0.019,23,15.8,238.7,1021.1,21.9,0.79,"obs"
"2592",44,-78.9,"2018-09-02",70.2,79.8,75.6,79.8,70.2,75.6,71.4,87.1,0,NA,13.6,201.1,1018.8,48.6,0.75,"obs"
"2593",44,-78.9,"2018-09-01",59.4,80.5,70.3,83.8,59.4,70.6,66.6,88.8,0,NA,8.8,149.3,1020.6,35.7,0.72,"obs"
"2594",44,-78.9,"2018-08-31",54.4,73.3,65,73.3,54.4,65,56.7,75.6,0,NA,10.8,79.1,1023.1,21.9,0.68,"obs"
"2595",44,-78.9,"2018-08-30",57.6,68.2,63.5,68.2,57.6,63.5,57.4,81,0,NA,9.8,357.1,1021.1,53,0.65,"obs"
"2596",44,-78.9,"2018-08-29",69.2,82.3,76,85.3,69.2,76.7,69.5,81.6,0.019,19.7,15.2,263.1,1012,50.3,0.61,"obs"
"2597",44,-78.9,"2018-08-28",72,87.5,78.5,92.8,72,80.1,71.2,80.4,0,20.8,19.1,239,1013,28.3,0.58,"obs"
"2598",44,-78.9,"2018-09-04",63.1,80.9,72.8,83.6,63.1,73.1,66.4,81.7,0,NA,6.9,138.9,1024.4,13.3,0.82,"obs"
"2599",44,-78.9,"2018-09-03",70.2,85.9,77.2,93.1,70.2,79.3,70.8,81.8,0.019,23,15.8,238.7,1021.1,21.9,0.79,"obs"
"2600",44,-78.9,"2018-09-02",70.2,79.8,75.6,79.8,70.2,75.6,71.4,87.1,0,NA,13.6,201.1,1018.8,48.6,0.75,"obs"
"2601",44,-78.9,"2018-09-01",59.4,80.5,70.3,83.8,59.4,70.6,66.6,88.8,0,NA,8.8,149.3,1020.6,35.7,0.72,"obs"
"2602",44,-78.9,"2018-08-31",54.4,73.3,65,73.3,54.4,65,56.7,75.6,0,NA,10.8,79.1,1023.1,21.9,0.68,"obs"
"2603",44,-78.9,"2018-08-30",57.6,68.2,63.5,68.2,57.6,63.5,57.4,81,0,NA,9.8,357.1,1021.1,53,0.65,"obs"
"2604",44,-78.9,"2018-08-29",69.2,82.3,76,85.3,69.2,76.7,69.5,81.6,0.019,19.7,15.2,263.1,1012,50.3,0.61,"obs"
"2605",42.9,-78.9,"2018-09-06",69.4,77.7,73.7,77.7,69.4,73.7,66.5,78.7,0.029,19.5,11.1,340.3,1021.6,68.4,0.89,"obs"
"2606",42.9,-78.9,"2018-09-05",72.3,89.5,80.4,95.6,72.3,82.8,70.4,73.3,0,27.4,17.6,219.7,1020.3,17.5,0.86,"obs"
"2607",42.9,-78.9,"2018-09-04",68.3,86.5,77,90.4,68.3,78.4,68.9,78,0,NA,8.9,236.5,1024.1,39.5,0.82,"obs"
"2608",42.9,-78.9,"2018-09-03",71.9,84.4,76.6,90.6,71.9,77.7,70.1,80.8,0.111,50.9,20.3,225.3,1022.2,38.7,0.79,"obs"
"2609",42.9,-78.9,"2018-09-02",72.5,82.3,75.4,86.8,72.5,75.9,70.3,84.7,0.022,29.8,18.3,212,1019.9,49,0.75,"obs"
"2610",42.9,-78.9,"2018-09-01",63.4,84.5,74.4,86.7,63.4,75.3,65.2,75.1,0.039,21.9,14,191.1,1020.5,51.3,0.72,"obs"
"2611",42.9,-78.9,"2018-08-31",60.3,76.8,67.3,76.8,60.3,67.3,59.8,77.4,0,NA,8.9,48.2,1022.3,72,0.68,"obs"
"2612",42.9,-78.9,"2019-09-08",56.7,65.9,61.4,65.9,56.7,61.4,51.8,71.7,0,20.8,9.9,350.5,1018.7,65.1,0.31,"obs"
"2613",42.9,-78.9,"2019-09-07",53.8,70.2,61.9,70.2,53.8,61.9,54.3,77.7,0.008,33.3,12.6,276.4,1012.5,65.5,0.28,"obs"
"2614",42.9,-78.9,"2019-09-06",52.9,72.6,61.6,72.6,52.9,61.6,53.6,76.6,0.021,19.5,10.3,50.8,1013.8,40.2,0.24,"obs"
"2615",42.9,-78.9,"2019-09-05",54.6,71.7,62.8,71.7,54.6,62.8,51.8,68.7,0,17.2,7.9,11.2,1019.6,44.5,0.25,"obs"
"2616",42.9,-78.9,"2019-09-04",61.6,75.6,69.3,75.6,61.6,69.3,58,67.7,0.222,29.8,19.8,262.6,1012.3,75.6,0.18,"obs"
"2617",42.9,-78.9,"2019-09-03",59.3,77.3,68.9,77.3,59.3,68.9,60.3,75.4,0,23,17.4,186.5,1015,37.6,0.14,"obs"
"2618",42.9,-78.9,"2019-09-02",63.9,71.9,67.5,71.9,63.9,67.5,61.5,82,0.688,18.3,12.1,252.3,1016.2,68.3,0.11,"obs"
"2619",44.3,-78.9,"2020-09-02",58.9,76.8,69.9,76.8,58.9,69.9,65.4,86,0.253,26.4,12.9,222.5,1006.6,54.1,0.5,"obs"
"2620",44.3,-78.9,"2020-09-01",58.7,77.5,69.1,77.5,58.7,69.1,62.7,81.1,0,NA,9.2,164.5,1014,42.6,0.48,"obs"
"2621",44.3,-78.9,"2020-08-31",51.7,71.8,62.6,71.8,51.7,62.6,53.9,74.9,0,19.5,11.5,107.5,1016,30.8,0.44,"obs"
"2622",44.3,-78.9,"2020-08-30",53.3,69.2,61.6,69.2,53.3,61.6,53.5,76.5,0.009,24.2,11.7,318.1,1010,36.5,0.41,"obs"
"2623",44.3,-78.9,"2020-08-29",61.5,74,65.8,74,61.5,65.8,61.4,86.3,0.561,32.8,20.6,270.7,999.5,53.3,0.37,"obs"
"2624",44.3,-78.9,"2020-08-28",60.1,69.3,64.8,69.3,60.1,64.8,57.6,77.9,0,NA,7.9,350.3,1010.5,60.5,0.34,"obs"
"2625",44.3,-78.9,"2020-08-27",60.7,81.3,70.1,84.7,60.7,70.4,65.3,85.5,0.883,31.1,16.6,290.9,1006.8,65.4,0.3,"obs"
"2626",38.4,-78.9,"2020-10-01",48.8,70.6,58.3,70.6,48.8,58.3,52.2,82,0,19.7,10.1,249.3,1015.1,51.1,0.5,"obs"
"2627",38.4,-78.9,"2020-09-30",47.6,67,56.7,67,45,56.6,48.4,76.9,0.025,22.5,13.2,227.7,1011.5,25,0.46,"obs"
"2628",38.4,-78.9,"2020-09-29",52.6,67,60.5,67,52.6,60.5,59.8,97.6,0.939,20.8,10.9,7.4,1010.7,68.8,0.42,"obs"
"2629",38.4,-78.9,"2020-09-28",55.7,80,65.9,81.8,55.7,65.9,62.6,90.9,0.101,16.1,11.6,178.8,1013,56.6,0.39,"obs"
"2630",38.4,-78.9,"2020-09-27",51.9,76.8,63.5,76.8,51.9,63.5,58.9,87.3,0.001,NA,5.9,152.2,1015.8,62.3,0.35,"obs"
"2631",38.4,-78.9,"2020-09-26",56,72.4,62.5,72.4,56,62.5,59.1,89.9,0.008,NA,4.2,30.4,1018.3,65.2,0.32,"obs"
"2632",38.4,-78.9,"2020-09-25",52.9,66.5,58.3,66.5,52.9,58.3,57,95.8,0.155,NA,9,130.3,1019.8,55.3,0.28,"obs"
"2633",43.8833,-78.9333,"2008-09-15",34.9,66.5,45.6,66.5,30.1,43.2,43.1,91.1,0.004,39.3,19.3,244.4,1010.4,5.3,0.5,"obs"
"2634",43.8833,-78.9333,"2008-09-14",42.2,74.2,49.4,74.2,35,45.6,42.8,78.5,0.026,19.7,22.2,14.4,999.1,17.6,0.48,"obs"
"2635",43.8833,-78.9333,"2008-09-13",45.5,68.1,56.9,68.1,39.7,55.7,51.3,82.5,0.003,NA,15.9,330.5,1011.5,1.8,0.44,"obs"
"2636",43.8833,-78.9333,"2008-09-12",45.3,71.7,58.3,71.7,43.2,57.6,50.3,77.9,0.004,19.7,16,230.8,1014,1.4,0.41,"obs"
"2637",43.8833,-78.9333,"2008-09-11",48.7,61.1,55.4,61.1,48.7,55.4,51.3,86.5,0,NA,11.2,196.6,1024.8,0.1,0.38,"obs"
"2638",43.8833,-78.9333,"2008-09-10",45,64.5,55.1,64.5,42.7,54.8,46.3,72.8,0,21.9,21.4,203.7,1025.9,0.1,0.35,"obs"
"2639",43.8833,-78.9333,"2008-09-09",32.9,61.1,47.5,61.1,29.8,45.7,38.7,75.5,0.024,26.1,11.3,239.9,1016.1,1.7,0.32,"obs"
"2640",43.8833,-78.9333,"2008-09-23",53.6,71.4,62.3,71.4,53.6,62.3,57.6,85.3,0,NA,15.9,172.5,1032.4,0,0.8,"obs"
"2641",43.8833,-78.9333,"2008-09-22",29.3,62.7,48.1,62.7,29.3,46.9,39.7,74.4,0,NA,12.4,120.8,1031.5,0,0.75,"obs"
"2642",43.8833,-78.9333,"2008-09-21",26.1,63.7,49.1,63.7,20.6,48.4,39,70.8,0,NA,8.6,294.8,1025.5,10.3,0.73,"obs"
"2643",43.8833,-78.9333,"2008-09-20",27.9,66.2,39.4,66.2,24,35,29.7,69.1,0,NA,12.3,292.3,1021.4,0.2,0.69,"obs"
"2644",43.8833,-78.9333,"2008-09-19",41.6,67.9,57.2,67.9,38,56.3,49.7,77.6,0,NA,22.5,249.7,1027.8,0,0.65,"obs"
"2645",43.8833,-78.9333,"2008-09-18",25.8,55.5,41.4,55.5,21.4,38.6,34.6,78.9,0,21.1,13.5,190.4,1026.8,0.3,0.62,"obs"
"2646",43.8833,-78.9333,"2008-09-17",33.1,45.6,39.9,40.9,30,35.6,29.4,67.5,0,20.8,12.6,297.4,1019.7,0.4,0.58,"obs"
"2647",37.8317,-78.9633,"2006-09-17",56.6,78.3,66.6,78.3,56.6,66.6,59.3,79.2,0.004,NA,4.8,253.1,1017.7,24,0.84,"obs"
"2648",37.8317,-78.9633,"2006-09-16",60,72.5,65.4,72.5,60,65.4,59.2,81.3,0.017,NA,6.3,14.3,1020.1,69.7,0.8,"obs"
"2649",37.8317,-78.9633,"2006-09-15",53.5,74.9,64.3,74.9,53.5,64.3,56.6,77.9,0.004,NA,8.7,331,1017.6,38.9,0.77,"obs"
"2650",37.8317,-78.9633,"2006-09-14",57.7,72.4,63.2,72.4,57.7,63.2,58.4,85.5,0.711,NA,7.5,342.8,1014.6,75.7,0.75,"obs"
"2651",37.8317,-78.9633,"2006-09-13",56.5,62,59.6,62,56.5,59.6,56.6,90,0.301,NA,8.7,169.3,1017.6,98.5,0.7,"obs"
"2652",37.8317,-78.9633,"2006-09-12",59.8,64.3,61.6,64.3,59.8,61.6,55.6,80.8,0.019,NA,5.1,153.6,1024.4,100,0.67,"obs"
"2653",37.8317,-78.9633,"2006-09-11",61.7,69,65.3,69,61.7,65.3,60.9,85.7,0.021,NA,5.8,109.2,1025,81,0.63,"obs"
"2654",37.8128,-78.9681,"2008-09-17",55.8,73.4,63.8,73.4,55.8,63.8,55.5,76.7,0,NA,5.4,79.6,1022.3,27.7,0.58,"obs"
"2655",37.8128,-78.9681,"2008-09-16",62.1,70.2,65.8,70.2,62.1,65.8,57.6,75.2,0.023,NA,7.3,39.6,1021,68.5,0.55,"obs"
"2656",37.8128,-78.9681,"2008-09-15",69.5,81.4,75.8,81,69.5,75.8,60.4,60.3,0,NA,9.2,302.2,1013.3,33.9,0.5,"obs"
"2657",37.8128,-78.9681,"2008-09-14",72.2,88,79.4,93.9,72.2,81.3,70.1,74.9,0,30,17.4,202.3,1011.1,5.5,0.48,"obs"
"2658",37.8128,-78.9681,"2008-09-13",71,88.2,78.4,94.3,71,80.4,70.7,78.7,0.002,NA,8.2,202.5,1016.1,13.5,0.44,"obs"
"2659",37.8128,-78.9681,"2008-09-12",65.8,78.2,71,78.2,65.8,71,68,90.7,0.023,NA,8.4,201.3,1021.3,69.2,0.41,"obs"
"2660",37.8128,-78.9681,"2008-09-11",63.2,67.3,65.3,67.3,63.2,65.3,62.5,90.6,0,NA,5.1,22.7,1026,100,0.38,"obs"
"2661",43.2428,-78.999,"2010-09-03",69.3,81.4,74.8,83.3,69.3,75.1,64.4,70.5,0.221,41.4,21.1,224,1003.7,57.7,0.84,"obs"
"2662",43.2428,-78.999,"2010-09-02",73.5,84.2,77.7,88.4,73.5,78.6,68.4,73.5,0.092,23.5,13,224.9,1012,54.4,0.8,"obs"
"2663",43.2428,-78.999,"2010-09-01",73,87.9,79.8,89,73,80.6,65.7,63.7,0,27.9,15.4,213.5,1014.7,10.4,0.75,"obs"
"2664",43.2428,-78.999,"2010-08-31",70.2,89.6,79.3,91.7,70.2,80.5,66.7,67.4,0,18.3,10.3,215.6,1019.8,17.3,0.74,"obs"
"2665",43.2428,-78.999,"2010-08-30",65.9,88.7,77.1,94.4,65.9,78.7,66,69.9,0,NA,8.8,217.8,1022.9,28.7,0.7,"obs"
"2666",43.2428,-78.999,"2010-08-29",60.5,83.6,72.8,84.4,60.5,73,60.3,67.4,0.003,19.7,8.6,242.4,1022.4,13.4,0.67,"obs"
"2667",43.2428,-78.999,"2010-08-28",61.6,81.1,71,81.6,61.6,71.2,58.8,66.9,0,18.3,10.5,217.5,1021.4,22.8,0.63,"obs"
"2668",43.9,-79,"2017-09-18",59.4,78.7,68.3,78.7,59.4,68.3,61.4,80,0,NA,6.9,95.6,1018,2.5,0.94,"obs"
"2669",43.9,-79,"2017-09-17",55.9,77,66.8,77,55.9,66.8,60,79.9,0,NA,8.1,110.3,1020.1,0.3,0.91,"obs"
"2670",43.9,-79,"2017-09-16",57.6,78.7,66.7,78.7,57.6,66.7,57.6,75.1,0,NA,8,180.6,1021.6,7.5,0.87,"obs"
"2671",43.9,-79,"2017-09-15",61.1,76.8,68.3,76.8,61.1,68.3,58.4,71.1,0,NA,9.1,319.2,1017.9,1.6,0.84,"obs"
"2672",43.9,-79,"2017-09-14",55.8,77,66.8,77,55.8,66.8,58.6,76.5,0,NA,9.1,222.8,1010.9,17.6,0.8,"obs"
"2673",43.9,-79,"2017-09-13",48.8,75.1,62.7,75.1,45.9,62.6,53.5,73.4,0,NA,8.1,95.5,1010.7,22.8,0.75,"obs"
"2674",43.9,-79,"2017-09-12",47,71.9,59.9,71.9,46,59.7,48.7,70.1,0,NA,9.1,218.3,1016.7,1,0.73,"obs"
"2675",43.8,-79,"2017-09-20",62.6,76.6,69.6,76.6,62.6,69.6,63.3,80.8,0,NA,8.3,79.4,1016.8,13.1,0,"obs"
"2676",43.8,-79,"2017-09-19",66.7,76.5,70.7,76.5,66.7,70.7,64.6,81.3,0,NA,8.3,68.1,1016.4,52.1,0.98,"obs"
"2677",43.8,-79,"2017-09-18",61.6,77.8,69.2,77.8,61.6,69.2,62.1,79.1,0,NA,6.2,80.7,1017.8,13.3,0.94,"obs"
"2678",43.8,-79,"2017-09-17",59,76.9,67.9,76.9,59,67.9,60.9,79.2,0,NA,8.4,98.7,1020,1.6,0.91,"obs"
"2679",43.8,-79,"2017-09-16",59.7,78,68.1,78,59.7,68.1,58.3,73,0,NA,7.4,182.7,1021.5,0.9,0.87,"obs"
"2680",43.8,-79,"2017-09-15",62.6,75.7,69.3,75.7,62.6,69.3,59.3,71.1,0,NA,8.1,296.6,1017.9,7.8,0.84,"obs"
"2681",43.8,-79,"2017-09-14",58.4,77.2,68,77.2,58.4,68,59.1,74.4,0,NA,8.4,232.5,1010.9,15.4,0.8,"obs"
"2682",43.8,-79,"2017-09-23",61.5,84.7,72.9,84.9,61.5,73,58.5,62.2,0,NA,8,246.3,1018.9,9.4,0.11,"obs"
"2683",43.8,-79,"2017-09-22",62,78.2,69.8,78.2,62,69.8,56.9,66.3,0,NA,7.6,93.5,1020.2,5.9,0.08,"obs"
"2684",43.8,-79,"2017-09-21",61.8,78.4,70.2,78.4,61.8,70.2,61,73.9,0.004,NA,9.1,94.1,1019.4,0.8,0.05,"obs"
"2685",43.8,-79,"2017-09-20",62.6,76.6,69.6,76.6,62.6,69.6,63.3,80.8,0,NA,8.3,79.4,1016.8,13.1,0,"obs"
"2686",43.8,-79,"2017-09-19",66.7,76.5,70.7,76.5,66.7,70.7,64.6,81.3,0,NA,8.3,68.1,1016.4,52.1,0.98,"obs"
"2687",43.8,-79,"2017-09-18",61.6,77.8,69.2,77.8,61.6,69.2,62.1,79.1,0,NA,6.2,80.7,1017.8,13.3,0.94,"obs"
"2688",43.8,-79,"2017-09-17",59,76.9,67.9,76.9,59,67.9,60.9,79.2,0,NA,8.4,98.7,1020,1.6,0.91,"obs"
"2689",43.9,-79,"2018-09-07",57.6,73.6,66,73.6,57.6,66,53.7,66.2,0,19.7,13.4,355.5,1023.6,29,0.93,"obs"
"2690",43.9,-79,"2018-09-06",64.8,77.2,72.8,77.2,64.8,72.8,64.1,75.1,0.006,17.2,11.4,333.5,1021.7,64.5,0.89,"obs"
"2691",43.9,-79,"2018-09-05",66.3,87.8,77.7,95.7,66.3,80.9,70,78.8,0,26.4,17.2,203.1,1019.4,2.4,0.86,"obs"
"2692",43.9,-79,"2018-09-04",63.1,80.7,72.9,83.3,63.1,73.2,66.4,81.5,0,NA,7.3,133.9,1024.4,19.9,0.82,"obs"
"2693",43.9,-79,"2018-09-03",70.1,86,77.3,93.2,70.1,79.4,70.7,81.3,0.001,21.9,15.8,237.4,1021.1,26.1,0.79,"obs"
"2694",43.9,-79,"2018-09-02",70.1,80.2,75.7,84.2,70.1,76,71.4,86.9,0,24.2,14.1,201.4,1018.8,68.3,0.75,"obs"
"2695",43.9,-79,"2018-09-01",59.3,80.5,70.3,83.7,59.3,70.8,66.5,88.8,0,NA,9,150.3,1020.6,48.4,0.72,"obs"
"2696",43.8,-79,"2018-09-08",54.9,62.1,58.8,62.1,54.9,58.8,42.7,55.6,0,32.2,11.9,39.6,1025,4.3,0.96,"obs"
"2697",43.8,-79,"2018-09-07",59.9,73.5,67,73.5,59.9,67,53.9,63.8,0,NA,10.7,3.1,1023.5,24.9,0.93,"obs"
"2698",43.8,-79,"2018-09-06",66.1,78.4,73.2,78.4,66.1,73.2,63.7,72.9,0.017,19.5,11.1,333.1,1021.7,44.8,0.89,"obs"
"2699",43.8,-79,"2018-09-05",68.2,87.9,78.5,94.7,68.2,81.4,69.9,76.8,0,NA,16.3,207.1,1019.4,4,0.86,"obs"
"2700",43.8,-79,"2018-09-04",65.7,80.4,73.5,83.1,65.7,73.7,66.7,79.9,0,NA,7.2,120.1,1024.3,14.4,0.82,"obs"
"2701",43.8,-79,"2018-09-03",71.6,85.7,77.3,91.8,71.6,78.8,70.2,79.6,0.032,58.6,13.5,240.6,1021.1,25.5,0.79,"obs"
"2702",43.8,-79,"2018-09-02",71.7,80.4,75.8,84,71.7,76,70.6,84,0.001,19.5,13.2,201.1,1018.8,49,0.75,"obs"
"2703",38.4,-79,"2018-10-03",61.5,82.4,70.6,83.6,61.5,70.8,65.6,86.2,0,NA,5.3,33.8,1020.2,19.7,0.8,"obs"
"2704",38.4,-79,"2018-10-02",59.6,80.2,68.9,82.2,59.6,69,65.3,89.6,0.083,16.1,9.6,222.5,1022.5,41.2,0.75,"obs"
"2705",38.4,-79,"2018-10-01",64.1,82.6,71.1,84.2,64.1,71.3,65.1,83.1,0,NA,6.4,150.5,1026.5,48.9,0.73,"obs"
"2706",38.4,-79,"2018-09-30",55.7,70,62.9,70,55.7,62.9,59.8,90.2,0,NA,7.8,134.8,1027.7,94.9,0.7,"obs"
"2707",38.4,-79,"2018-09-29",51.2,75.1,61.9,75.1,51.2,61.9,56.4,85.4,0,NA,5,80,1024.8,49.7,0.66,"obs"
"2708",38.4,-79,"2018-09-28",54.3,75.5,62.6,75.5,54.3,62.6,58.3,87.8,0.248,NA,5.4,99.8,1020,53,0.63,"obs"
"2709",38.4,-79,"2018-09-27",54.4,68.1,59.2,68.1,54.4,59.2,58.6,97.9,1.18,19.7,6.2,26.3,1019.7,100,0.59,"obs"
"2710",43.8,-79,"2020-09-08",58.8,62.1,60,62.1,58.8,60,51.7,74.1,0.002,23,11.4,25.5,1020.2,85,0.71,"obs"
"2711",43.8,-79,"2020-09-07",63.6,71.3,67.1,71.3,63.6,67.1,60.2,78.9,0.246,34.4,18.7,221.8,1010.3,80.4,0.68,"obs"
"2712",43.8,-79,"2020-09-06",48.9,68.9,60.7,68.9,47.2,60.6,48.6,67.2,0,NA,9.1,138.5,1020.9,16.9,0.65,"obs"
"2713",43.8,-79,"2020-09-05",50.8,70.2,61.9,70.2,50.8,61.9,49.4,65.2,0,24.2,11.9,272,1020.1,28.1,0.61,"obs"
