"","ID","ppt","date","tmean","lat","lon","year"
"342",1371,0,2021-09-11,22.0174999237061,41.4,-92.9,2021
"343",1540,0,2021-09-11,21.6033000946045,41.3,-94,2021
"344",1814,0,2021-09-11,23.2224998474121,40.7,-95.6,2021
"345",1826,0,2021-09-11,23.5718002319336,34.3,-95.7,2021
"346",1926,0,2021-09-11,24.1714992523193,31.9,-96.4,2021
"347",2104,0,2021-09-11,25.7147998809814,38.2,-97.3,2021
"348",2185,0,2021-09-11,22.3362998962402,40.9,-97.6,2021
"349",2294,0,2021-09-11,23.1909999847412,40.4,-98.1,2021
"350",2435,0,2021-09-11,22.0656986236572,40.7,-98.8,2021
"351",2701,0,2021-09-11,25.8302993774414,37.8,-100.3,2021
"352",2,NA,2021-09-10,NA,43.7,-66.1,2021
"353",23,19.9703998565674,2021-09-10,19.657600402832,42.8,-70.8,2021
"354",24,20.73219871521,2021-09-10,19.5816993713379,42.9,-70.8,2021
"355",45,0.138999998569489,2021-09-10,16.4093990325928,43.9,-72.5,2021
"356",62,7.36529970169067,2021-09-10,20.5136985778809,41.3,-72.9,2021
"357",88,8.67199993133545,2021-09-10,19.2014999389648,40.9,-73.3,2021
"358",101,5.60669994354248,2021-09-10,18.871000289917,40.4,-74,2021
"359",186,0,2021-09-10,17.4109001159668,43.9,-76.3,2021
"360",237,2.92960000038147,2021-09-10,15.8516998291016,42.1,-77.9,2021
"361",256,3.37520003318787,2021-09-10,16.3176002502441,40.8,-78.4,2021
"362",288,NA,2021-09-10,NA,43.8,-79,2021
"363",356,NA,2021-09-10,NA,43.1,-80.3,2021
"364",417,NA,2021-09-10,NA,42.9,-81.4,2021
"365",471,0.0678000003099442,2021-09-10,16.1877994537354,41,-81.9,2021
"366",475,0.620700001716614,2021-09-10,16.4456005096436,41.2,-82,2021
"367",546,0.0150999994948506,2021-09-10,17.7236995697021,41.6,-82.8,2021
"368",581,0,2021-09-10,16.3407001495361,41.4,-83.1,2021
"369",593,1.9449999332428,2021-09-10,15.0871000289917,43.9,-83.2,2021
"370",594,0,2021-09-10,16.7115993499756,42.1,-83.2,2021
"371",637,0,2021-09-10,16.5935001373291,41.6,-83.5,2021
"372",638,0,2021-09-10,16.1042995452881,40.1,-83.5,2021
"373",674,0,2021-09-10,16.9326992034912,41.1,-83.8,2021
"374",727,0,2021-09-10,16.7495994567871,41,-84.5,2021
"375",770,0,2021-09-10,15.836199760437,42.1,-85.4,2021
"376",780,0,2021-09-10,16.0319004058838,42.7,-85.7,2021
"377",919,0,2021-09-10,18.5513000488281,39.7,-88,2021
"378",950,0,2021-09-10,18.2621002197266,41,-88.2,2021
"379",1017,0,2021-09-10,18.7545986175537,39.9,-88.6,2021
