"","year","yday","precip","tmax","tmin","id","date"
"166",2016,266,0,27.88,12.79,29,2016-09-22
"167",2016,267,1.14,26.81,11.76,29,2016-09-23
"168",2016,268,0,20.75,9.44,29,2016-09-24
"169",2016,269,0,19.85,6.86,29,2016-09-25
"170",2007,260,0,19.55,5.66,30,2007-09-17
"171",2007,261,0,20.64,5.7,30,2007-09-18
"172",2007,262,0,20.02,6.13,30,2007-09-19
"173",2007,263,0,25.65,10.32,30,2007-09-20
"174",2007,264,0,25.71,11.63,30,2007-09-21
"175",2007,265,0,23.58,14.52,30,2007-09-22
"176",2007,266,0,25.99,13.94,30,2007-09-23
"177",2012,253,0,23.01,13.08,31,2012-09-09
"178",2012,254,0,21.87,10.74,31,2012-09-10
"179",2012,255,0,21.54,8.28,31,2012-09-11
"180",2012,256,0,24.43,8.56,31,2012-09-12
"181",2012,257,0,24.73,11.78,31,2012-09-13
"182",2012,258,0,24.93,12.1,31,2012-09-14
"183",2012,259,0,23.61,11.05,31,2012-09-15
"184",2012,261,0,22.95,7.76,32,2012-09-17
"185",2012,262,8.02,23.6,13.56,32,2012-09-18
"186",2012,263,5.9,22.39,14.29,32,2012-09-19
"187",2012,264,0,19.78,12.49,32,2012-09-20
"188",2012,265,0,19.37,10.86,32,2012-09-21
"189",2012,266,0,21.3,12.19,32,2012-09-22
"190",2012,267,1.97,20.84,12.02,32,2012-09-23
"191",2020,257,0,22.99,14.97,33,2020-09-13
"192",2020,258,0,24.86,15.66,33,2020-09-14
"193",2020,259,0,18.81,10.94,33,2020-09-15
"194",2020,260,0,21.36,8.51,33,2020-09-16
"195",2020,261,0,23.27,15.75,33,2020-09-17
"196",2020,262,2.3,20.55,13.44,33,2020-09-18
"197",2020,263,0,17.9,7.91,33,2020-09-19
"198",2019,258,0,25.43,15.59,35,2019-09-15
"199",2019,259,0.19,23.67,15.06,35,2019-09-16
"200",2019,260,0,22.41,10.72,35,2019-09-17
"201",2019,261,0,19.07,10.06,35,2019-09-18
"202",2019,262,0,20.84,6.73,35,2019-09-19
"203",2019,263,0,25.31,7.16,35,2019-09-20
"204",2019,264,0,26.33,11.17,35,2019-09-21
"205",2012,259,0,21.9,11.63,38,2012-09-15
"206",2012,260,0,21.58,9.34,38,2012-09-16
"207",2012,261,0,24.37,7.56,38,2012-09-17
"208",2012,262,34.36,22.24,9.77,38,2012-09-18
"209",2012,263,0,20.46,10.42,38,2012-09-19
"210",2012,264,0,19.95,7.99,38,2012-09-20
"211",2012,265,0,20.89,8.45,38,2012-09-21
"212",2012,234,0,26.45,16.24,39,2012-08-21
"213",2012,235,0,27.09,14.66,39,2012-08-22
"214",2012,236,0,27.51,14.94,39,2012-08-23
"215",2012,237,0,28.84,16.83,39,2012-08-24
"216",2012,238,0,27.02,17.38,39,2012-08-25
"217",2012,239,0,26.17,15.62,39,2012-08-26
"218",2012,240,0,27.46,14.26,39,2012-08-27
"219",2016,262,0,26.68,18.93,40,2016-09-18
"220",2016,263,40.53,21.82,19.36,40,2016-09-19
"221",2016,264,0.73,24.92,19.32,40,2016-09-20
"222",2016,265,0,26.32,15.49,40,2016-09-21
"223",2016,266,0,27.26,13.01,40,2016-09-22
"224",2016,267,0,26.13,11.36,40,2016-09-23
"225",2016,268,0,20.32,10.46,40,2016-09-24
"226",2018,238,0,24.86,12.3,41,2018-08-26
"227",2018,239,0,26.34,13.19,41,2018-08-27
"228",2018,240,0,29.56,17.52,41,2018-08-28
"229",2018,241,5.05,30.15,19.6,41,2018-08-29
"230",2018,242,0,25.96,18.99,41,2018-08-30
"231",2018,243,0,22.34,10.34,41,2018-08-31
"232",2018,244,0,20.81,10.95,41,2018-09-01
"233",2018,255,26.64,22.64,15.59,43,2018-09-12
"234",2018,256,0,22.28,17.38,43,2018-09-13
"235",2018,257,0,24.46,16.56,43,2018-09-14
"236",2018,258,0,28.12,16.62,43,2018-09-15
"237",2018,259,0,30.4,16.15,43,2018-09-16
"238",2018,260,45.27,28.73,17.3,43,2018-09-17
"239",2018,261,30.26,25.97,19.14,43,2018-09-18
"240",2020,262,0,20.51,13.13,44,2020-09-18
"241",2020,263,0,18.05,7.08,44,2020-09-19
"242",2020,264,0,17.67,5.81,44,2020-09-20
"243",2020,265,0,19.13,4.9,44,2020-09-21
"244",2020,266,0,21.9,4.67,44,2020-09-22
"245",2020,267,0,25.82,7.92,44,2020-09-23
"246",2020,268,0,24.8,9.73,44,2020-09-24
"247",2021,252,4.78,21.17,13.13,45,2021-09-09
"248",2021,253,2.54,19.34,13.02,45,2021-09-10
"249",2021,254,0,22.37,6.68,45,2021-09-11
"250",2021,255,0,23.91,8.49,45,2021-09-12
"251",2021,256,0,22.27,11.7,45,2021-09-13
"252",2021,257,0,22.88,8.11,45,2021-09-14
"253",2021,258,13.26,26.54,10.25,45,2021-09-15
"254",2012,250,0,24.57,19.46,46,2012-09-06
"255",2012,251,0,28.42,18.82,46,2012-09-07
"256",2012,252,1.94,26.93,19.07,46,2012-09-08
"257",2012,253,0,23.85,15.41,46,2012-09-09
"258",2012,254,0,22.95,15.18,46,2012-09-10
"259",2012,255,0,21.36,11.26,46,2012-09-11
"260",2012,256,0,24.57,9.59,46,2012-09-12
"261",2010,277,9.79,16.26,10.53,48,2010-10-04
"262",2010,278,3.1,17.01,12.88,48,2010-10-05
"263",2010,279,0,18.24,11.73,48,2010-10-06
"264",2010,280,0,20.37,8.74,48,2010-10-07
"265",2010,281,0,22.07,7.74,48,2010-10-08
"266",2010,282,0,19.73,8.24,48,2010-10-09
"267",2010,283,0,18.55,5.41,48,2010-10-10
"268",2012,252,2.64,26.95,19.12,49,2012-09-08
"269",2012,253,0,23.84,15.4,49,2012-09-09
"270",2012,254,0,22.82,15.12,49,2012-09-10
"271",2012,255,0,21.28,11.11,49,2012-09-11
"272",2012,256,0,24.63,9.5,49,2012-09-12
"273",2012,257,0,24.37,11.45,49,2012-09-13
"274",2012,258,0,24.39,12.44,49,2012-09-14
"275",2018,259,0,28.31,16.13,50,2018-09-16
"276",2018,260,8.33,26.08,17.62,50,2018-09-17
"277",2018,261,53.4,25.59,19.3,50,2018-09-18
"278",2018,262,0,24.95,17.63,50,2018-09-19
"279",2018,263,9.2,23.18,15.71,50,2018-09-20
"280",2018,264,0.32,22.23,16.8,50,2018-09-21
"281",2018,265,0,22.52,15.74,50,2018-09-22
"282",2019,231,0,31.75,18.46,51,2019-08-19
"283",2019,232,5.7,30.58,15.59,51,2019-08-20
"284",2019,233,7.51,27.17,16.18,51,2019-08-21
"285",2019,234,0,28.75,16.8,51,2019-08-22
"286",2019,235,0,25.85,16.15,51,2019-08-23
"287",2019,236,0,24.21,10.33,51,2019-08-24
"288",2019,237,0,24.19,10.45,51,2019-08-25
"289",2012,249,0,26.85,21.85,52,2012-09-05
"290",2012,250,0,24.77,19.65,52,2012-09-06
"291",2012,251,0,28.26,19.01,52,2012-09-07
"292",2012,252,0,26.76,19.01,52,2012-09-08
"293",2012,253,0,23.81,15.7,52,2012-09-09
"294",2012,254,0,22.95,15.34,52,2012-09-10
"295",2012,255,0,21.55,11.3,52,2012-09-11
"296",2007,252,0,28.06,20.1,53,2007-09-09
"297",2007,253,5.02,23.95,18.61,53,2007-09-10
"298",2007,254,27.67,22.35,17.84,53,2007-09-11
"299",2007,255,0,23.08,13.33,53,2007-09-12
"300",2007,256,0,23.12,9.63,53,2007-09-13
"301",2007,257,5.28,22.45,10.35,53,2007-09-14
"302",2007,258,7.91,19.53,11.22,53,2007-09-15
"303",2008,260,0,21.05,13.42,54,2008-09-16
"304",2008,261,0,22.14,11.07,54,2008-09-17
"305",2008,262,0,21.17,10.76,54,2008-09-18
"306",2008,263,0,18.44,8.51,54,2008-09-19
"307",2008,264,0,19.82,7.05,54,2008-09-20
"308",2008,265,0,23.45,6.54,54,2008-09-21
"309",2008,266,0,19.8,10.54,54,2008-09-22
"310",2015,252,0,30.97,20.41,55,2015-09-09
"311",2015,253,26.8,25.98,19.59,55,2015-09-10
"312",2015,254,6.28,25.17,15.92,55,2015-09-11
"313",2015,255,6.15,25.89,14.89,55,2015-09-12
"314",2015,256,4.03,25.07,16.01,55,2015-09-13
"315",2015,257,0,23.82,11.65,55,2015-09-14
"316",2015,258,0,26.45,11.55,55,2015-09-15
"317",2012,257,0,24.32,11.78,56,2012-09-13
"318",2012,258,0,24.34,12.8,56,2012-09-14
"319",2012,259,0,22.3,12.57,56,2012-09-15
"320",2012,260,0,22.55,9.43,56,2012-09-16
"321",2012,261,0,24.02,8.2,56,2012-09-17
"322",2012,262,18.91,23.72,11.67,56,2012-09-18
"323",2012,263,0,21.68,13.04,56,2012-09-19
"324",2017,273,5.51,19.27,9.22,57,2017-09-30
"325",2017,274,0,19.39,8.19,57,2017-10-01
"326",2017,275,0,21.61,6,57,2017-10-02
"327",2017,276,0,20.43,6.89,57,2017-10-03
"328",2017,277,0,21.4,7.04,57,2017-10-04
"329",2017,278,0.99,24.51,14.31,57,2017-10-05
"330",2017,279,0,25.48,17.1,57,2017-10-06
"331",2020,271,0,25.01,16.27,58,2020-09-27
"332",2020,272,0,23.48,18.7,58,2020-09-28
"333",2020,273,5.53,23.74,18.25,58,2020-09-29
"334",2020,274,1.78,22.52,15.73,58,2020-09-30
"335",2020,275,0,23.01,13.42,58,2020-10-01
"336",2020,276,0,18.15,10.42,58,2020-10-02
"337",2020,277,0,19.46,7.33,58,2020-10-03
"338",2021,243,0,29.35,20.6,59,2021-08-31
"339",2021,244,24.4,24.39,19.93,59,2021-09-01
"340",2021,245,0,24.47,16.5,59,2021-09-02
"341",2021,246,0,23.6,13.27,59,2021-09-03
"342",2021,247,0,24.76,13.75,59,2021-09-04
"343",2021,248,0.67,24.13,15.49,59,2021-09-05
"344",2021,249,0,27.65,17.76,59,2021-09-06
"345",2021,246,0,23.65,12.34,60,2021-09-03
"346",2021,247,0,25.74,12.85,60,2021-09-04
"347",2021,248,5.37,23.36,15.6,60,2021-09-05
"348",2021,249,0,27.92,16.87,60,2021-09-06
"349",2021,250,0,26.13,13.42,60,2021-09-07
"350",2021,251,13.08,27.63,16.96,60,2021-09-08
"351",2021,252,9.16,23.91,18.98,60,2021-09-09
"352",2011,254,0,23.27,14.99,61,2011-09-11
"353",2011,255,0,26.92,17.41,61,2011-09-12
"354",2011,256,0,28.12,16.82,61,2011-09-13
"355",2011,257,0,28.81,19.3,61,2011-09-14
"356",2011,258,0.92,25.89,13.83,61,2011-09-15
"357",2011,259,0,18.92,8.03,61,2011-09-16
"358",2011,260,0,17.89,8.18,61,2011-09-17
"359",2021,250,0,26.19,13.65,62,2021-09-07
"360",2021,251,13.03,27.96,17.29,62,2021-09-08
"361",2021,252,9.39,24.29,19.23,62,2021-09-09
"362",2021,253,0,24.02,14.7,62,2021-09-10
"363",2021,254,0,25.62,11.32,62,2021-09-11
"364",2021,255,0,27.29,18.06,62,2021-09-12
"365",2021,256,0,28.66,19.16,62,2021-09-13
"366",2011,246,0,27.49,14.58,63,2011-09-03
"367",2011,247,0,27.34,17.32,63,2011-09-04
"368",2011,248,30.76,26.7,18.59,63,2011-09-05
"369",2011,249,38.88,19.27,12.6,63,2011-09-06
"370",2011,250,62.89,16.7,12.94,63,2011-09-07
"371",2011,251,17.09,21.86,13.6,63,2011-09-08
"372",2011,252,0,25.31,14.22,63,2011-09-09
"373",2019,254,0.28,28.4,16.66,65,2019-09-11
"374",2019,255,2.26,22.21,15.2,65,2019-09-12
"375",2019,256,0,20.47,9.37,65,2019-09-13
"376",2019,257,4.62,21.91,9.89,65,2019-09-14
"377",2019,258,0,24.83,14.05,65,2019-09-15
"378",2019,259,0,22.59,13.08,65,2019-09-16
"379",2019,260,0,22.37,8.12,65,2019-09-17
"380",2010,275,0,19.11,9.5,66,2010-10-02
"381",2010,276,0.33,16.37,10.75,66,2010-10-03
"382",2010,277,7.18,14.86,11.27,66,2010-10-04
"383",2010,278,1.94,18.14,13.49,66,2010-10-05
"384",2010,279,0,18.1,11.94,66,2010-10-06
"385",2010,280,0,22.08,9.43,66,2010-10-07
"386",2010,281,0,22.34,8.06,66,2010-10-08
"387",2014,264,0,24.59,16.74,67,2014-09-21
"388",2014,265,0,22.73,12.72,67,2014-09-22
"389",2014,266,0,20.77,6.54,67,2014-09-23
"390",2014,267,0,20.95,8.79,67,2014-09-24
"391",2014,268,4.58,17.27,11.81,67,2014-09-25
"392",2014,269,0,25.15,11.39,67,2014-09-26
"393",2014,270,0,27.2,11.97,67,2014-09-27
"394",2009,277,0,22.71,14.29,68,2009-10-04
"395",2009,278,0,19.49,10.59,68,2009-10-05
"396",2009,279,0,19.08,8.46,68,2009-10-06
"397",2009,280,5.38,21.65,13,68,2009-10-07
"398",2009,281,0,17.63,10.64,68,2009-10-08
"399",2009,282,1.57,20.04,11.28,68,2009-10-09
"400",2009,283,0,19.22,8.87,68,2009-10-10
"401",2010,254,0,24.83,13.05,69,2010-09-11
"402",2010,255,0,19.17,13.34,69,2010-09-12
"403",2010,256,2.68,20.89,14,69,2010-09-13
"404",2010,257,0,25.79,11.99,69,2010-09-14
"405",2010,258,0,21.38,11.04,69,2010-09-15
"406",2010,259,14.64,21.57,8.6,69,2010-09-16
"407",2010,260,0,22.88,15.57,69,2010-09-17
"408",2011,290,0,19.49,12.45,70,2011-10-17
"409",2011,291,4.28,20.78,9.78,70,2011-10-18
"410",2011,292,31.82,19.22,13.25,70,2011-10-19
"411",2011,293,0,20.19,13.72,70,2011-10-20
"412",2011,294,0,15.11,9.01,70,2011-10-21
"413",2011,295,0,16.06,6.33,70,2011-10-22
"414",2011,296,0,14.76,6.39,70,2011-10-23
"415",2022,251,0,26.77,12.54,74,2022-09-08
"416",2022,252,0,27.15,12.49,74,2022-09-09
"417",2022,253,0,28.58,13.7,74,2022-09-10
"418",2022,254,0,27.4,14.18,74,2022-09-11
"419",2022,255,0,27.2,16.88,74,2022-09-12
"420",2022,256,69.24,23.88,16.44,74,2022-09-13
"421",2022,257,0,24.22,13.76,74,2022-09-14
"422",2014,258,3.52,18.61,2.29,76,2014-09-15
"423",2014,259,1.33,19.49,6.35,76,2014-09-16
"424",2014,260,0,20.05,6.25,76,2014-09-17
"425",2014,261,0,14.89,5.82,76,2014-09-18
"426",2014,262,0,14.87,-0.61,76,2014-09-19
"427",2014,263,0,20.09,3.65,76,2014-09-20
"428",2014,264,7.89,26.67,12.94,76,2014-09-21
"429",2012,253,0,23.59,17.72,77,2012-09-09
"430",2012,254,0,22.94,15.27,77,2012-09-10
"431",2012,255,0,22.42,10.99,77,2012-09-11
"432",2012,256,0,23.32,13.23,77,2012-09-12
"433",2012,257,0,23.3,14.51,77,2012-09-13
"434",2012,258,0,23.63,15.64,77,2012-09-14
"435",2012,259,0,22.69,13.62,77,2012-09-15
"436",2011,253,0,28.32,21.51,78,2011-09-10
"437",2011,254,0,25.26,18.44,78,2011-09-11
"438",2011,255,0,28.75,22.45,78,2011-09-12
"439",2011,256,0,30.18,22.88,78,2011-09-13
"440",2011,257,0,27.52,21.07,78,2011-09-14
"441",2011,258,0.18,26.55,13.24,78,2011-09-15
"442",2011,259,0,19.74,10.74,78,2011-09-16
"443",2012,248,31.54,25.9,21.04,79,2012-09-04
"444",2012,249,26.68,27.33,21.9,79,2012-09-05
"445",2012,250,0,25.98,19.63,79,2012-09-06
"446",2012,251,0,26.97,20.04,79,2012-09-07
"447",2012,252,1.59,26.33,18.23,79,2012-09-08
"448",2012,253,0,23.65,17.73,79,2012-09-09
"449",2012,254,0,23,15.25,79,2012-09-10
"450",2013,251,0,26.3,15.55,80,2013-09-08
"451",2013,252,0,21.68,11.28,80,2013-09-09
"452",2013,253,0,25.87,20.24,80,2013-09-10
"453",2013,254,0,28.12,21.96,80,2013-09-11
"454",2013,255,0,26.15,21.35,80,2013-09-12
"455",2013,256,0,23.84,15.6,80,2013-09-13
"456",2013,257,0,20.58,12.71,80,2013-09-14
"457",2015,271,0,26.46,16,81,2015-09-28
"458",2015,272,13.6,24.78,20.22,81,2015-09-29
"459",2015,273,6.23,21.82,16.85,81,2015-09-30
"460",2015,274,6.3,15.17,13.56,81,2015-10-01
"461",2015,275,49.77,13.26,10.13,81,2015-10-02
"462",2015,276,2.28,15.05,10.77,81,2015-10-03
"463",2015,277,0,17.69,12.31,81,2015-10-04
"464",2019,235,0,22.77,11.59,85,2019-08-23
"465",2019,236,0,22.3,10.33,85,2019-08-24
"466",2019,237,0,25.39,8.37,85,2019-08-25
"467",2019,238,0,26.32,8.78,85,2019-08-26
"468",2019,239,0,26.02,9.8,85,2019-08-27
"469",2019,240,13.11,23.41,17.19,85,2019-08-28
"470",2019,241,0,25.03,15.44,85,2019-08-29
"471",2021,251,2.21,26.85,18.14,88,2021-09-08
"472",2021,252,8.53,23.83,19.21,88,2021-09-09
"473",2021,253,0,23.24,15.58,88,2021-09-10
"474",2021,254,0,24.45,12.27,88,2021-09-11
"475",2021,255,0,26.9,16.99,88,2021-09-12
"476",2021,256,1.42,28.39,19.36,88,2021-09-13
"477",2021,257,0,25.89,17.81,88,2021-09-14
"478",2022,235,32.34,22.77,18.96,89,2022-08-23
"479",2022,236,4.67,27.92,17.81,89,2022-08-24
"480",2022,237,1.45,23.67,15.59,89,2022-08-25
"481",2022,238,0.69,21.86,15.41,89,2022-08-26
"482",2022,239,0,22.45,13.29,89,2022-08-27
"483",2022,240,0,26.93,10.3,89,2022-08-28
"484",2022,241,5.5,29.69,16.96,89,2022-08-29
"485",2017,273,0,16.84,10.43,90,2017-09-30
"486",2017,274,0,19.58,8.13,90,2017-10-01
"487",2017,275,0,21.6,7.46,90,2017-10-02
"488",2017,276,0,21.14,8.49,90,2017-10-03
"489",2017,277,0,24.02,9.23,90,2017-10-04
"490",2017,278,0.73,27.51,13.87,90,2017-10-05
"491",2017,279,0,26.14,16.45,90,2017-10-06
"492",2007,280,0,27.22,18.32,91,2007-10-07
"493",2007,281,0,32.1,18.3,91,2007-10-08
"494",2007,282,9.1,25,16.59,91,2007-10-09
"495",2007,283,7.9,22.56,16.14,91,2007-10-10
"496",2007,284,46.21,19.36,14.54,91,2007-10-11
"497",2007,285,7.62,18.03,9.66,91,2007-10-12
"498",2007,286,0,16.72,5.59,91,2007-10-13
"499",2019,250,0,21.1,9.81,92,2019-09-07
"500",2019,251,0,21.58,10.14,92,2019-09-08
"501",2019,252,0,22.1,8.94,92,2019-09-09
"502",2019,253,0,23.31,9.86,92,2019-09-10
"503",2019,254,0,29.52,14.49,92,2019-09-11
"504",2019,255,1.58,18.61,14.23,92,2019-09-12
"505",2019,256,0,20.46,7.42,92,2019-09-13
"506",2022,252,0,27.58,11.32,93,2022-09-09
"507",2022,253,0,28.03,11.72,93,2022-09-10
"508",2022,254,0,24.64,14.83,93,2022-09-11
