ID#,date,julian,year,count,Town,State/Prov,lat,lon
1286593787,2010-10-08,280,2010,40,Long Beach Twp,NJ,39.6067,-74.2089
1223051971,2008-10-02,275,2008,40,Bayville,NJ,39.9144,-74.2139
1255038017,2009-10-08,280,2009,6,Bayville,NJ,39.9144,-74.2139
91,2020-10-03,276,2020,30,West Creek,NJ,39.6,-74.3
1284645427,2010-09-14,256,2010,100,Jackson,NJ,40.1058,-74.3544
1348491006,2012-09-23,266,2012,5000,City of Cape May,NJ,40.1058,-74.3544
1190124179,2007-09-15,257,2007,100,Atlantic City,NJ,39.3669,-74.4357
1286663646,2010-10-09,281,2010,25,Atlantic City,NJ,39.3669,-74.4357
1347304070,2012-09-10,253,2012,12,New Hampton,NY,41.3445,-74.4505
1286738074,2010-10-02,274,2010,1200,Oceanville,NJ,39.4865,-74.4722
1348616993,2012-09-20,263,2012,12,Oak Ridge,NJ,41.0461,-74.4861
1317910082,2011-10-05,277,2011,1000,Ventnor,NJ,39.3402,-74.4863
1412906924,2014-10-08,280,2014,50,Strathmere,NJ,39.3402,-74.4863
NA,2017-09-30,272,2017,80,Ventnor City,NJ,39.3,-74.5
1411490009,2014-09-20,262,2014,11,Stockholm,NJ,41.1052,-74.5367
1284087027,2010-09-09,251,2010,200,Ocean City,NJ,39.2553,-74.6085
1318217865,2011-10-09,281,2011,30,Ocean City,NJ,39.2553,-74.6085
1283691084,2010-09-05,247,2010,50,Vankleek Hill,ON,45.5167,-74.65
253,2023-08-22,233,2023,30,Chester Township,NJ,40.8,-74.7
1347717665,2012-09-14,257,2012,500,Hopewell,NJ,40.3893,-74.7618
1380670527,2013-09-25,267,2013,12,Stone Harbor,NJ,39.044,-74.7675
NA,2017-10-07,279,2017,200,Branchville,NJ,41.2,-74.8
NA,2019-09-04,246,2019,1500,Springfield,NY,42.8,-74.8
254,2022-09-08,250,2022,20,Dolgeville,NY,43.1,-74.8
156,2020-09-23,266,2020,80,Cape May,NJ,38.9,-74.9
101,2022-09-25,267,2022,1000,Cape May,NJ,38.9,-74.9
16,2023-10-12,284,2023,50,Cape May,NJ,38.9,-74.9
1191029748,2007-09-23,265,2007,1000,Cape May,NJ,38.9677,-74.9241
1317563478,2011-10-01,273,2011,1000,Cape May,NJ,38.9677,-74.9241
1347465135,2012-09-10,253,2012,2000,Cape May,NJ,38.9677,-74.9241
1315513606,2011-08-21,232,2011,1000,West Cape May,NJ,38.9387,-74.9418
1348485732,2012-09-23,266,2012,8000,Cape May Point,NJ,38.9387,-74.9418
1379950419,2013-09-21,263,2013,100,West Cape May,NJ,38.9387,-74.9418
1411076630,2014-09-18,260,2014,500,West Cape May,NJ,38.9387,-74.9418
1284907504,2010-09-18,260,2010,2000,Cape May Point,NJ,38.9405,-74.9635
1348715397,2012-09-26,269,2012,1500,Cape May Point,NJ,38.9405,-74.9635
1414101409,2014-10-20,292,2014,300,Cape May Point,NJ,38.9405,-74.9635
1347465110,2012-09-10,253,2012,100,Heislerville,NJ,39.2483,-74.9948
1443355887,2015-09-26,268,2015,50,Heislerville,NJ,39.2483,-74.9948
NA,2017-09-29,271,2017,3000,Cape May Point,NJ,38.9,-75
NA,2018-10-03,275,2018,2000,Cape May,NJ,38.9,-75
47,2020-10-08,281,2020,5000,Cape May Point,NJ,38.9,-75
100,2021-09-26,268,2021,50,Cape May Point,NJ,38.9,-75
104,2022-09-24,266,2022,5000,Cape May Point,NJ,38.9,-75
17,2023-10-12,284,2023,150,Cape May Point,NJ,38.9,-75
1190223732,2007-09-14,256,2007,200,Oneonta,NY,42.4771,-75.0162
NA,2017-09-28,270,2017,200,Ocean City,MD,38.3,-75.1
1346983341,2012-09-06,249,2012,20,sauquoit,NY,43.0012,-75.268
1129658262,2005-10-13,285,2005,2000,Assateague Island,VA,37.9717,-75.3131
1191252402,2007-09-29,271,2007,2000,Chincoteague National Wildlife Refu,VA,37.9414,-75.3161
1286305469,2010-10-02,274,2010,900,Assateague Island,VA,37.954,-75.3167
1317831906,2011-10-03,275,2011,5000,Assateague Island,VA,37.954,-75.3167
1347287514,2012-09-09,252,2012,50,Saylorsburg,PA,40.9028,-75.3698
1221758789,2008-09-17,260,2008,30,Inkerman,ON,45.0333,-75.4
1282267147,2010-08-17,228,2010,50,Inkerman,ON,45.0333,-75.4
1410183829,2014-09-07,249,2014,50,Inkerman,ON,45.0333,-75.4
NA,2017-10-05,277,2017,16,Bethlehem,PA,40.6,-75.4
NA,2018-08-16,227,2018,20,Clinton,NY,43,-75.4
173,2020-09-20,263,2020,30,Guilford,NY,42.4,-75.5
NA,2019-09-16,258,2019,12,Scranton,PA,41.4,-75.7
155,2022-09-18,260,2022,4,Townsend,DE,39.4,-75.7
NA,2018-09-17,259,2018,50,Athens,ON,44.6,-75.9
1442451967,2015-09-15,257,2015,200,Athens,ON,44.6333,-75.95
1129659011,2005-10-17,289,2005,1000,Cape Charles,VA,37.277,-75.9597
1256665534,2009-10-11,283,2009,200,Cape Charles,VA,37.277,-75.9597
1285273308,2010-09-20,262,2010,15000,Cape Charles,VA,37.277,-75.9597
1319135270,2011-10-10,282,2011,900,Cape Charles,VA,37.277,-75.9597
1285351078,2010-09-20,262,2010,15000,Wise Point,VA,37.1168,-75.9697
1127919434,2005-09-27,269,2005,150,Wise Point,VA,37.1167,-75.97
1346723237,2012-09-03,246,2012,250,bridgeport,NY,43.1553,-75.9906
1348967468,2012-09-29,272,2012,400,Tangier Island,VA,37.8285,-75.9919
1347840964,2012-09-16,259,2012,200,Tangier,VA,37.8298,-75.9963
117,2022-09-23,265,2022,400,Tangier,VA,37.8,-76
1319681434,2011-10-24,296,2011,9,Nottingham,PA,39.7434,-76.0456
1284039533,2010-08-31,242,2010,300,Chaumont,NY,44.0973,-76.1144
1414088757,2014-10-18,290,2014,100,Seagull Island,VA,36.9675,-76.1146
1348085965,2012-09-18,261,2012,50,Grasonville,MD,38.968,-76.225
NA,2016-10-22,295,2016,500,Scotland,MD,38.1,-76.3
200,2021-09-14,256,2021,1000,NA,NY,43.9,-76.3
1130247447,2005-10-23,295,2005,30,Rappahannock River,VA,37.6886,-76.3066
1382467743,2013-10-20,292,2013,20,Point Lookout,MD,38.0376,-76.3219
1416163046,2014-10-18,290,2014,350,Scotland,MD,38.0761,-76.3492
233,2022-09-10,252,2022,10,Kingston,ON,44.3,-76.4
1284993628,2010-09-16,258,2010,3000,Sandy Point State Park,MD,39.0165,-76.4016
1283778218,2010-09-05,247,2010,30,Kingston,ON,44.3,-76.4667
1346243996,2012-08-27,239,2012,25,Kingston,ON,44.3,-76.4667
NA,2016-10-08,281,2016,33,Piney Point,MD,38.1,-76.5
NA,2017-09-29,271,2017,8,Arnold,MD,39.1,-76.5
NA,2019-09-09,251,2019,2000,Lansing,NY,42.5,-76.5
1318986786,2011-10-04,276,2011,100,Shady Side,MD,38.8374,-76.5105
NA,2019-10-01,273,2019,30,Baltimore,MD,39.3,-76.6
NA,2017-09-08,250,2017,60,Sterling,NY,43.4,-76.7
NA,2018-08-23,234,2018,57,Sterling,NY,43.4,-76.7
NA,2018-09-09,251,2018,1000,Cayuga,NY,42.9,-76.7
NA,2019-09-09,251,2019,151,Sterling Nature Center,NY,43.4,-76.7
249,2020-09-13,256,2020,400,Montezuma NWR,NY,43,-76.7
40,2021-10-05,277,2021,25,Leonardtown,MD,38.3,-76.7
1282143068,2010-08-16,227,2010,20,Calabogie,ON,45.3,-76.7167
1284486199,2010-09-05,247,2010,24,Amherst Island,ON,44.132,-76.7277
1283879356,2010-09-05,247,2010,50,Moscow,ON,44.4333,-76.8
NA,2018-09-07,249,2018,1000,Seneca Falls,NY,43,-76.8
344,2020-09-04,247,2020,40,Montoursville,PA,41.3,-76.8
315,2020-09-07,250,2020,500,Loyalist,ON,44.2,-76.8
254,2020-09-13,256,2020,400,Savannah,NY,43.1,-76.8
283,2022-09-05,247,2022,50,Seneca Falls,NY,42.9,-76.8
1413668601,2014-10-18,290,2014,50,West Point,VA,37.6062,-76.8935
NA,2017-10-09,281,2017,10,Washington,DC,38.9,-77
NA,2018-09-25,267,2018,30,Washington,DC,38.9,-77
339,2020-09-04,247,2020,200,Geneva,NY,42.8,-77
112,2020-09-30,273,2020,15,Washington,DC,38.9,-77
1346360987,2012-08-29,241,2012,110,Keuka Park,NY,42.5752,-77.1212
1284650932,2010-09-15,257,2010,10,Vienna,VA,38.9059,-77.2941
NA,2018-08-21,232,2018,12,Ontario,NY,43.3,-77.3
NA,2019-08-27,238,2019,40,Ontario,NY,43.3,-77.3
212,2022-09-13,255,2022,25,Sand Banks,ON,43.9,-77.3
1284492103,2010-09-08,250,2010,100,Madoc,ON,44.505,-77.4717
NA,2019-09-14,256,2019,74,Rochester,NY,43.2,-77.5
1284420396,2010-09-13,255,2010,80,Pittsford,NY,43.0564,-77.5196
383,2020-08-31,243,2020,40,Lima,NY,42.9,-77.6
249,2022-09-09,251,2022,50,Wayland,NY,42.5,-77.6
1442939746,2015-09-18,260,2015,75,West Henrietta,NY,43.0354,-77.6904
NA,2017-09-11,253,2017,2000,Brighton,ON,44,-77.7
450,2020-08-11,223,2020,500,Town of Dansville,NY,42.5,-77.7
150,2023-09-14,256,2023,900,Brighton,ON,44,-77.7
1282528740,2010-08-19,230,2010,10000,Presqu'ile Provincial Park,ON,43.9958,-77.7166
1191508904,2007-10-02,274,2007,8,Middleburg,VA,39.0039,-77.7227
1320187128,2011-10-31,303,2011,40,Wrightsville Beach,NC,34.2274,-77.789
1191858215,2007-10-07,279,2007,14,Saint Louis,VA,39.0014,-77.7931
NA,2016-11-02,306,2016,1,Round Hill,VA,39.1,-77.8
245,2021-09-11,253,2021,50,Town of Wellsville,NY,42.1,-77.9
1445373072,2015-10-19,291,2015,100,Fort Fisher,NC,33.9717,-77.9194
1410380158,2014-09-07,249,2014,30,Hamlin,NY,43.325,-77.9343
1414169262,2014-10-22,294,2014,120,Federal Point,NC,33.9591,-77.9411
1284578096,2010-09-09,251,2010,1000,Grafton,ON,44,-78.0167
321,2020-09-06,249,2020,400,Alnwick/Haldimand,ON,44.2,-78.1
1287507649,2010-10-16,288,2010,150,Oak Island,NC,33.9126,-78.1046
1316088905,2011-09-14,256,2011,20,COBOURG,ON,43.9667,-78.1667
1316638379,2011-09-21,263,2011,40,Winchester,VA,39.1731,-78.1747
NA,2017-10-26,298,2017,20,Oak Island,NC,33.9,-78.2
NA,2019-09-08,250,2019,150,Cobourg,ON,44,-78.2
NA,2019-09-13,255,2019,500,Kent,NY,43.4,-78.2
1410901439,2014-09-13,255,2014,8,port hope,ON,43.95,-78.3
405,2020-08-28,240,2020,1000,Port Hope,ON,43.9,-78.3
1442939035,2015-09-19,261,2015,100,Peterborough,ON,44.3383,-78.3507
1254449887,2009-10-01,273,2009,50,Ruckersville,VA,38.2482,-78.3884
1284485768,2010-09-13,255,2010,5,Ruckersville,VA,38.2482,-78.3884
NA,2018-09-17,259,2018,8,Java Center,NY,42.6,-78.4
NA,2019-09-10,252,2019,300,Java Center,NY,42.6,-78.4
239,2021-09-11,253,2021,10,Houtzdale,PA,40.8,-78.4
NA,2016-10-11,284,2016,1000,Sunset Beach,NC,33.9,-78.5
NA,2017-11-11,314,2017,3000,Calabash,NC,33.9,-78.5
NA,2018-09-01,243,2018,1000,Franklinville,NY,42.3,-78.5
1410121293,2014-09-06,248,2014,1000,newcastle,ON,43.9172,-78.5897
NA,2019-09-16,258,2019,40,Clarington,ON,43.9,-78.6
389,2020-08-30,242,2020,200,Clarington,ON,43.9,-78.6
198,2022-09-14,256,2022,300,Newcastle,ON,43.9,-78.6
342,2020-09-04,247,2020,100,Kawartha Lakes,ON,44.4,-78.7
355,2021-08-31,242,2021,5,Kawartha Lakes,ON,44.4,-78.7
1285027066,2010-09-20,262,2010,12,Du Bois,PA,41.1434,-78.7314
1251401770,2009-08-27,238,2009,30,lindsay,ON,44.35,-78.7333
1282511010,2010-08-22,233,2010,500,lindsay,ON,44.35,-78.7333
NA,2018-09-05,247,2018,100,Bowmanville,ON,43.9,-78.8
NA,2019-09-05,247,2019,500,Lockport,NY,43.2,-78.8
1284749459,2010-09-15,257,2010,224,Oshawa,ON,43.9,-78.85
1346394521,2012-08-30,242,2012,300,Oshawa,ON,43.9,-78.85
NA,2018-09-03,245,2018,100,Oshawa,ON,44,-78.9
NA,2018-09-06,248,2018,20,Buffalo,NY,42.9,-78.9
NA,2019-09-08,250,2019,300,Buffalo,NY,42.9,-78.9
367,2020-09-02,245,2020,400,Kawartha Lakes,ON,44.3,-78.9
104,2020-10-01,274,2020,200,Mount Crawford,VA,38.4,-78.9
1221573874,2008-09-15,258,2008,200,Whitby,ON,43.8833,-78.9333
1158613718,2006-09-17,259,2006,60,Cat Rock Mountain,VA,37.8317,-78.9633
1221688958,2008-09-17,260,2008,16,Roseland,VA,37.8128,-78.9681
1283646815,2010-09-03,245,2010,100,youngstown,NY,43.2428,-78.999
NA,2017-09-18,260,2017,20,Ajax,ON,43.9,-79
NA,2017-09-20,262,2017,127,Ajax,ON,43.8,-79
NA,2018-09-07,249,2018,137,Ajax,ON,43.9,-79
NA,2018-09-08,250,2018,100,Ajax,ON,43.8,-79
NA,2018-10-03,275,2018,12,Bridgewater,VA,38.4,-79
300,2020-09-08,251,2020,1000,Ajax,ON,43.8,-79
188,2021-09-15,257,2021,30,Ajax,ON,43.8,-79
189,2022-09-14,256,2022,29,Ajax,ON,43.8,-79
173,2023-09-11,253,2023,1450,Ajax,ON,43.8,-79
142,2023-09-16,258,2023,400,Whitby,ON,43.9,-79
1282433864,2010-08-21,232,2010,50,Ajax,ON,43.85,-79.0333
1284033115,2010-09-08,250,2010,300,sunderland,ON,44.2667,-79.0667
NA,2017-09-17,259,2017,400,Pickering,ON,43.8,-79.1
NA,2018-09-29,271,2018,50,Lynchburg,VA,37.4,-79.1
NA,2018-10-03,275,2018,25,Staunton,VA,38.1,-79.1
1284053009,2010-09-05,247,2010,2000,Pickering,ON,43.9,-79.1333
NA,2019-08-25,236,2019,20,St Catharines,ON,43.2,-79.2
NA,2019-08-28,239,2019,150,Brock,ON,44.4,-79.2
1284505702,2010-09-13,255,2010,200,Port Colborne,ON,42.9,-79.2333
1409235591,2014-08-28,239,2014,5,St. Catharines,ON,43.1667,-79.25
1410812230,2014-09-12,254,2014,200,Rosetta McClain gardens Scarborough,ON,43.6944,-79.2585
NA,2019-09-05,247,2019,300,Toronto,ON,43.7,-79.3
1316813782,2011-09-22,264,2011,100,Toronto,ON,43.74,-79.37
1348634299,2012-09-25,268,2012,3000,wainfleet,ON,42.9333,-79.3833
NA,2016-10-08,281,2016,50,Burlington,NC,36.1,-79.4
NA,2019-08-19,230,2019,30,Brocton,NY,42.4,-79.4
227,2023-08-31,242,2023,4,Toronto,ON,43.7,-79.4
1347577077,2012-09-13,256,2012,100,Canaan Valley,WV,39.1348,-79.4045
1284348692,2010-09-12,254,2010,500,Toronto,ON,43.7,-79.4167
1316627055,2011-09-19,261,2011,15,Toronto,ON,43.7,-79.4167
1410798992,2014-09-14,256,2014,500,Toronto,ON,43.7,-79.4167
1442964682,2015-09-22,264,2015,80,Toronto,ON,43.7,-79.4167
1283367209,2010-08-29,240,2010,300,Belhaven,ON,44.2667,-79.4333
NA,2018-09-07,249,2018,100,Toronto,ON,43.6,-79.5
384,2020-08-31,243,2020,75,Lincoln,ON,43.2,-79.5
215,2022-09-12,254,2022,600,Lincoln,ON,43.2,-79.5
172,2023-09-12,254,2023,30,Vaughan,ON,43.8,-79.5
1224109350,2008-10-15,288,2008,10,Connellsville,PA,39.9958,-79.5812
1412260559,2014-10-01,273,2014,16,Connellsville,PA,39.9958,-79.5812
1283991208,2010-09-08,250,2010,300,"Port Credit, Mississauga",ON,43.5519,-79.5844
NA,2017-09-25,267,2017,6,Connellsville,PA,40,-79.6
NA,2018-08-20,231,2018,50,Caistor Centre,ON,43.1,-79.6
NA,2018-08-21,232,2018,1000,Grimsby,ON,43.2,-79.6
NA,2019-09-03,245,2019,1000,Toronto,ON,43.6,-79.6
324,2020-09-06,249,2020,30,Mississauga,ON,43.6,-79.6
314,2022-08-29,240,2022,500,Grimsby,ON,43.2,-79.6
1283308202,2010-08-30,241,2010,75,Oakville Harbour,ON,43.4397,-79.673
1187737138,2007-08-21,232,2007,100,Oakville,ON,43.45,-79.6833
NA,2019-09-05,247,2019,100,Oakville,ON,43.5,-79.7
NA,2019-09-23,265,2019,100,Oakville,ON,43.4,-79.7
311,2020-09-07,250,2020,40,Herminie,PA,40.3,-79.7
208,2023-09-04,246,2023,6,Essa,ON,44.3,-79.7
NA,2016-09-13,256,2016,30,Hamilton,ON,43.1,-79.8
193,2023-09-08,250,2023,100,Halton Hills,ON,43.6,-79.8
NA,2016-10-06,279,2016,8,Troutville,VA,37.4,-79.9
NA,2017-11-02,305,2017,10,Charleston,SC,32.8,-79.9
NA,2018-08-31,242,2018,200,York,ON,43,-79.9
NA,2019-09-22,264,2019,20,Burlington,ON,43.4,-79.9
NA,2019-09-27,269,2019,20,North East Twp,PA,42.2,-79.9
340,2020-09-04,247,2020,40,Hamilton,ON,43.2,-79.9
336,2021-09-03,245,2021,12,Hamilton,ON,43.2,-79.9
1414088210,2014-10-22,294,2014,400,Charleston,SC,32.7792,-79.9377
1257007252,2009-10-30,302,2009,24,Folly Beach,SC,32.7093,-79.9539
1413947757,2014-10-21,293,2014,250,Folly Beach,SC,32.7093,-79.9539
NA,2018-08-23,234,2018,150,Tiny,ON,44.7,-80
330,2020-09-05,248,2020,10,Clearview,ON,44.4,-80.1
2,2023-10-27,299,2023,1,Salem,VA,37.3,-80.1
1283994760,2010-09-08,250,2010,650,Rockwood,ON,43.6167,-80.1333
1289857959,2010-09-15,257,2010,200,Port Dover,ON,42.7833,-80.2
NA,2017-10-15,287,2017,29,Hillsboro,WV,38.1,-80.2
NA,2019-09-09,251,2019,200,Norfolk,ON,42.8,-80.2
306,2020-09-07,250,2020,100,Clearview,ON,44.4,-80.2
NA,2018-08-31,242,2018,1000,Cambridge,ON,43.4,-80.3
NA,2018-11-07,310,2018,100,Edisto Island,SC,32.5,-80.3
223,2021-09-12,254,2021,200,Brant,ON,43.1,-80.3
NA,2018-09-06,248,2018,200,Grand Valley,ON,43.9,-80.4
NA,2018-09-06,248,2018,1000,Ariss,ON,43.6,-80.4
123,2022-09-22,264,2022,1000,Port Rowan,ON,42.6,-80.4
125,2023-09-18,260,2023,50,Brantford,ON,42.6,-80.4
1316642495,2011-09-20,262,2011,123,Blacksburg,VA,37.2557,-80.4315
NA,2018-08-21,232,2018,100,Ayr,ON,43.3,-80.5
351,2020-09-04,247,2020,200,Wellington North,ON,43.8,-80.5
NA,2018-09-01,243,2018,100,Floradale,ON,43.7,-80.6
NA,2018-09-07,249,2018,100,Norwich,ON,43,-80.6
NA,2018-08-30,241,2018,400,Woodstock,ON,43.1,-80.7
1189866828,2007-08-25,236,2007,200,Mount Forest,ON,43.9833,-80.7333
1283212165,2010-08-29,240,2010,200,moorefield,ON,43.7667,-80.75
1284147937,2010-09-10,252,2010,75,Holstein,ON,44.05,-80.75
1284591297,2010-09-09,251,2010,15000,Port Burwell,ON,42.65,-80.8167
1348439476,2012-09-23,266,2012,1000,Port Burwell,ON,42.65,-80.8167
1285773290,2010-09-24,266,2010,300,Fisher Peak,NC,36.5596,-80.8231
NA,2019-08-28,239,2019,300,Georgian Bluffs,ON,44.7,-80.9
NA,2019-09-01,243,2019,50,Perth East,ON,43.6,-80.9
360,2021-08-30,241,2021,100,Malahide,ON,42.8,-80.9
1283184444,2010-08-25,236,2010,300,Kemble,ON,44.7333,-80.9333
1348022806,2012-09-09,252,2012,50,Owen Sound,ON,44.5667,-80.9333
NA,2018-08-22,233,2018,7,Stratford,ON,43.4,-81
NA,2019-08-30,241,2019,50,Stratford,ON,43.4,-81
